,oktmo,region_name,value_2014,value_2015,value_2016,value_2017,value_2018,in_program
5108,76622000,Забайкальскийкрай,250,250,250,,,False
5109,76624000,Забайкальскийкрай,185,185,185,,,False
5110,76626000,Забайкальскийкрай,50,50,50,,,False
5111,76628000,Забайкальскийкрай,192,192,192,,,False
5112,76630000,Забайкальскийкрай,160,160,160,,,False
5113,76632000,Забайкальскийкрай,225,225,225,,,False
5114,76634000,Забайкальскийкрай,200,200,200,,,False
5115,76636000,Забайкальскийкрай,145,145,145,,,False
5116,76638000,Забайкальскийкрай,213,213,213,,,False
5117,76640000,Забайкальскийкрай,131,131,131,,,False
5118,76642000,Забайкальскийкрай,24,24,24,,,False
5119,76644000,Забайкальскийкрай,83,83,83,,,False
5120,76646000,Забайкальскийкрай,227,227,227,,,False
5121,76647000,Забайкальскийкрай,217,217,217,,,False
5122,76648000,Забайкальскийкрай,201,201,201,,,False
5123,76650000,Забайкальскийкрай,659,659,659,,,False
5124,76652000,Забайкальскийкрай,106,106,106,,,False
5125,76654000,Забайкальскийкрай,247,247,247,,,False
5126,76602400,Забайкальскийкрай,267,227,227,,,False
5127,76602402,Забайкальскийкрай,95,72,72,69,41,False
5128,76602404,Забайкальскийкрай,13,11,11,12,9,False
5129,76602408,Забайкальскийкрай,18,22,22,14,13,False
5130,76602412,Забайкальскийкрай,14,15,15,9,10,False
5131,76602416,Забайкальскийкрай,10,17,17,5,9,False
5132,76602420,Забайкальскийкрай,20,12,12,14,13,False
5133,76602424,Забайкальскийкрай,30,19,19,22,15,False
5134,76602428,Забайкальскийкрай,17,18,18,7,15,False
5135,76602432,Забайкальскийкрай,26,16,16,14,14,False
5136,76602436,Забайкальскийкрай,15,17,17,11,10,False
5137,76602440,Забайкальскийкрай,9,7,7,12,6,False
5138,76603400,Забайкальскийкрай,237,163,163,,,False
5139,76603411,Забайкальскийкрай,87,61,61,55,43,True
5140,76603420,Забайкальскийкрай,13,17,17,7,5,False
5141,76603427,Забайкальскийкрай,7,7,3,3,3,True
5142,76603430,Забайкальскийкрай,29,12,12,10,12,False
5143,76603440,Забайкальскийкрай,19,13,13,17,9,True
5144,76603450,Забайкальскийкрай,11,11,11,11,5,False
5145,76603460,Забайкальскийкрай,8,7,7,7,4,False
5146,76603465,Забайкальскийкрай,10,4,4,5,3,False
5147,76603468,Забайкальскийкрай,5,3,3,3,2,False
5148,76603470,Забайкальскийкрай,6,10,10,4,8,False
5149,76603480,Забайкальскийкрай,24,19,19,11,11,False
5150,76603490,Забайкальскийкрай,18,11,11,6,8,False
5151,76604400,Забайкальскийкрай,143,157,157,,,False
5152,76604404,Забайкальскийкрай,19,13,13,10,8,False
5153,76604412,Забайкальскийкрай,47,34,34,46,37,True
5154,76604416,Забайкальскийкрай,9,15,15,2,7,False
5155,76604418,Забайкальскийкрай,6,7,7,4,13,False
5156,76604432,Забайкальскийкрай,6,6,6,2,5,False
5157,76604440,Забайкальскийкрай,14,15,15,5,10,False
5158,76604443,Забайкальскийкрай,4,6,6,3,7,False
5159,76604450,Забайкальскийкрай,2,2,1,1,1,False
5160,76604456,Забайкальскийкрай,7,7,7,7,4,False
5161,76604458,Забайкальскийкрай,6,4,4,4,9,False
5162,76604460,Забайкальскийкрай,2,7,7,1,1,False
5163,76604465,Забайкальскийкрай,8,4,4,8,1,False
5164,76604470,Забайкальскийкрай,13,11,11,9,3,False
5165,76606400,Забайкальскийкрай,120,100,100,,,False
5166,76606405,Забайкальскийкрай,16,7,7,16,14,False
5167,76606410,Забайкальскийкрай,9,11,11,7,10,False
5168,76606415,Забайкальскийкрай,13,4,4,4,6,False
5169,76606425,Забайкальскийкрай,13,11,11,10,13,False
5170,76606430,Забайкальскийкрай,6,3,3,3,3,False
5171,76606435,Забайкальскийкрай,9,2,2,6,5,True
5172,76606440,Забайкальскийкрай,21,16,16,10,10,False
5173,76606445,Забайкальскийкрай,12,12,12,14,10,False
5174,76606450,Забайкальскийкрай,21,23,23,16,16,False
5175,76609100,Забайкальскийкрай,1,1,1,,,False
5176,76609400,Забайкальскийкрай,164,137,137,,,False
5177,76609408,Забайкальскийкрай,9,7,7,5,4,False
5178,76609414,Забайкальскийкрай,5,3,3,1,1,False
5179,76609420,Забайкальскийкрай,6,6,6,12,3,False
5180,76609424,Забайкальскийкрай,18,11,11,8,5,False
5181,76609436,Забайкальскийкрай,10,5,5,4,4,False
5182,76609440,Забайкальскийкрай,3,5,5,6,5,False
5183,76609452,Забайкальскийкрай,16,5,5,8,5,False
5184,76609460,Забайкальскийкрай,7,10,10,14,10,False
5185,76609462,Забайкальскийкрай,11,7,7,3,4,False
5186,76609464,Забайкальскийкрай,14,5,5,5,9,False
5187,76609468,Забайкальскийкрай,14,12,12,9,13,False
5188,76609472,Забайкальскийкрай,20,9,9,14,9,False
5189,76609476,Забайкальскийкрай,7,12,12,18,10,False
5190,76609480,Забайкальскийкрай,15,10,10,15,11,False
5191,76609488,Забайкальскийкрай,9,6,6,6,2,False
5192,76610400,Забайкальскийкрай,176,146,146,,,False
5193,76610403,Забайкальскийкрай,19,16,16,8,11,False
5194,76610405,Забайкальскийкрай,9,2,2,9,2,False
5195,76610409,Забайкальскийкрай,82,70,70,57,48,False
5196,76610412,Забайкальскийкрай,6,2,2,2,4,False
5197,76610418,Забайкальскийкрай,7,9,9,5,5,True
5198,76610420,Забайкальскийкрай,9,13,13,13,12,False
5199,76610426,Забайкальскийкрай,12,12,12,2,12,False
5200,76610430,Забайкальскийкрай,7,11,11,8,7,False
5201,76610433,Забайкальскийкрай,25,18,18,14,21,True
5202,76611400,Забайкальскийкрай,341,287,287,,,False
5203,76611404,Забайкальскийкрай,24,17,17,13,11,True
5204,76611408,Забайкальскийкрай,7,7,2,2,6,False
5205,76611412,Забайкальскийкрай,18,14,14,23,12,False
5206,76611416,Забайкальскийкрай,148,129,129,131,144,False
5207,76611420,Забайкальскийкрай,44,28,28,23,20,False
5208,76611422,Забайкальскийкрай,11,3,3,7,6,False
5209,76611424,Забайкальскийкрай,23,9,9,14,14,False
5210,76611428,Забайкальскийкрай,24,24,24,13,22,False
5211,76611432,Забайкальскийкрай,21,13,13,19,18,True
5212,76611436,Забайкальскийкрай,21,13,13,13,15,False
5213,76612400,Забайкальскийкрай,166,122,122,,,False
5214,76612405,Забайкальскийкрай,18,9,9,8,4,False
5215,76612410,Забайкальскийкрай,1,4,4,4,3,False
5216,76612415,Забайкальскийкрай,21,17,17,10,22,False
5217,76612420,Забайкальскийкрай,12,12,12,8,8,False
5218,76612425,Забайкальскийкрай,79,57,57,50,48,True
5219,76612445,Забайкальскийкрай,15,7,7,7,5,False
5220,76612455,Забайкальскийкрай,20,12,12,7,11,False
5221,76615100,Забайкальскийкрай,1,1,1,,,False
5222,76615400,Забайкальскийкрай,57,55,55,,,False
5223,76615405,Забайкальскийкрай,7,6,6,5,6,False
5224,76615407,Забайкальскийкрай,15,10,10,10,10,False
5225,76615433,Забайкальскийкрай,4,4,2,2,2,False
5226,76615444,Забайкальскийкрай,31,36,36,29,34,False
5227,76615700,Забайкальскийкрай,3,3,3,,,False
5228,76618400,Забайкальскийкрай,121,138,138,,,False
5229,76618411,Забайкальскийкрай,7,6,6,7,3,False
5230,76618414,Забайкальскийкрай,7,5,5,6,9,False
5231,76618422,Забайкальскийкрай,14,4,4,2,9,False
5232,76618430,Забайкальскийкрай,15,15,15,13,13,False
5233,76618433,Забайкальскийкрай,47,43,43,36,40,False
5234,76618444,Забайкальскийкрай,2,2,3,3,2,False
5235,76618455,Забайкальскийкрай,13,8,8,6,7,False
5236,76618466,Забайкальскийкрай,3,6,6,4,8,False
5237,76618477,Забайкальскийкрай,6,4,4,5,3,False
5238,76618488,Забайкальскийкрай,5,6,6,3,5,False
5239,76618490,Забайкальскийкрай,2,3,3,1,1,False
5240,76620100,Забайкальскийкрай,2,2,2,,,False
5241,76620400,Забайкальскийкрай,241,196,196,,,False
5242,76620405,Забайкальскийкрай,25,19,19,6,10,False
5243,76620409,Забайкальскийкрай,7,9,9,14,9,False
5244,76620420,Забайкальскийкрай,9,9,9,8,4,False
5245,76620425,Забайкальскийкрай,13,12,12,18,8,False
5246,76620430,Забайкальскийкрай,33,14,14,14,20,False
5247,76620435,Забайкальскийкрай,25,9,9,7,11,False
5248,76620440,Забайкальскийкрай,25,20,20,21,11,True
5249,76620445,Забайкальскийкрай,10,1,1,10,3,False
5250,76620450,Забайкальскийкрай,19,13,13,10,18,False
5251,76620455,Забайкальскийкрай,75,47,47,50,58,False
5252,76621400,Забайкальскийкрай,157,132,132,,,False
5253,76621402,Забайкальскийкрай,29,18,18,15,9,False
5254,76621408,Забайкальскийкрай,9,10,10,7,3,False
5255,76621420,Забайкальскийкрай,14,9,9,9,15,False
5256,76621424,Забайкальскийкрай,10,8,8,8,5,False
5257,76621427,Забайкальскийкрай,22,14,14,13,16,False
5258,76621430,Забайкальскийкрай,10,7,7,6,5,False
5259,76621434,Забайкальскийкрай,10,6,6,3,2,False
5260,76621445,Забайкальскийкрай,28,22,22,15,20,False
5261,76621450,Забайкальскийкрай,25,20,20,12,16,False
5262,76622400,Забайкальскийкрай,246,250,250,,,False
5263,76622405,Забайкальскийкрай,4,8,8,7,6,False
