,oktmo,region_name,value_2014,value_2015,value_2016,value_2017,value_2018,in_program
1568,11656416,Архангельскаяобласть,9,10,8,5,5,False
1569,11656420,Архангельскаяобласть,9,3,11,3,5,False
1570,11656424,Архангельскаяобласть,11,7,7,,,False
1571,11656428,Архангельскаяобласть,3,1,1,,,False
1572,11656432,Архангельскаяобласть,16,16,,,,False
1573,11656434,Архангельскаяобласть,24,18,16,18,16,False
1574,11656436,Архангельскаяобласть,39,19,25,32,22,False
1575,11656440,Архангельскаяобласть,22,14,14,14,8,False
1576,11656442,Архангельскаяобласть,10,11,12,11,7,False
1577,11656444,Архангельскаяобласть,4,7,7,,,False
1578,11656448,Архангельскаяобласть,13,8,13,4,12,False
1579,11656452,Архангельскаяобласть,10,9,10,2,10,False
1580,11656456,Архангельскаяобласть,13,5,8,5,7,False
1581,11656460,Архангельскаяобласть,70,78,79,64,60,False
1582,11658404,Архангельскаяобласть,2,1,2,10,3,False
1583,11658408,Архангельскаяобласть,9,8,9,2,7,False
1584,11658416,Архангельскаяобласть,21,19,15,9,6,False
1585,11658420,Архангельскаяобласть,15,20,18,13,13,False
1586,11658424,Архангельскаяобласть,4,4,2,1,1,False
1587,11658432,Архангельскаяобласть,14,16,4,8,10,False
1588,11658436,Архангельскаяобласть,22,24,22,13,16,True
1589,11658444,Архангельскаяобласть,16,13,17,15,20,True
1590,11811431,Архангельскаяобласть,1,3,4,3,1,False
1591,11811434,Архангельскаяобласть,12,14,12,12,2,False
1592,11811443,Архангельскаяобласть,30,28,28,21,18,False
1593,11811448,Архангельскаяобласть,12,8,9,16,3,False
1594,11811451,Архангельскаяобласть,10,12,7,9,14,False
1595,11811452,Архангельскаяобласть,5,5,6,8,4,False
1596,11811454,Архангельскаяобласть,20,25,25,17,14,False
1597,11811457,Архангельскаяобласть,28,7,12,14,18,False
1598,11811459,Архангельскаяобласть,13,13,12,18,9,False
1599,11811461,Архангельскаяобласть,28,28,33,27,20,False
1600,11811463,Архангельскаяобласть,9,20,12,9,7,False
1601,11811464,Архангельскаяобласть,6,11,10,7,13,False
1602,11811466,Архангельскаяобласть,17,13,14,5,14,False
1603,11811468,Архангельскаяобласть,16,15,12,9,9,False
1604,11811471,Архангельскаяобласть,19,10,17,11,15,False
1605,11811473,Архангельскаяобласть,12,12,15,6,7,False
1606,11811476,Архангельскаяобласть,4,4,3,3,2,False
1607,11811479,Архангельскаяобласть,13,10,16,10,14,False
1608,12605400,Астраханскаяобласть,227,161,170,132,137,False
1609,12605404,Астраханскаяобласть,9,13,8,8,9,False
1610,12605408,Астраханскаяобласть,36,26,24,21,15,False
1611,12605412,Астраханскаяобласть,25,8,10,15,12,False
1612,12605414,Астраханскаяобласть,63,58,57,36,47,False
1613,12605416,Астраханскаяобласть,6,9,9,4,6,False
1614,12605420,Астраханскаяобласть,7,4,7,11,7,False
1615,12605424,Астраханскаяобласть,17,14,14,13,7,False
1616,12605428,Астраханскаяобласть,14,5,7,4,9,False
1617,12605432,Астраханскаяобласть,2,2,1,1,1,False
1618,12605436,Астраханскаяобласть,12,7,10,8,9,True
1619,12605440,Астраханскаяобласть,18,9,11,4,8,True
1620,12605442,Астраханскаяобласть,20,6,13,7,8,False
1621,12610400,Астраханскаяобласть,923,849,823,668,616,False
1622,12610404,Астраханскаяобласть,35,23,41,23,18,False
1623,12610408,Астраханскаяобласть,47,31,37,40,32,False
1624,12610412,Астраханскаяобласть,23,35,27,28,30,False
1625,12610414,Астраханскаяобласть,16,13,11,11,8,False
1626,12610416,Астраханскаяобласть,46,41,34,27,18,False
1627,12610420,Астраханскаяобласть,32,33,15,20,20,False
1628,12610424,Астраханскаяобласть,89,93,85,67,77,False
1629,12610426,Астраханскаяобласть,26,14,12,17,12,False
1630,12610428,Астраханскаяобласть,27,24,13,9,19,False
1631,12610432,Астраханскаяобласть,54,48,52,28,34,False
1632,12610436,Астраханскаяобласть,44,28,36,33,22,False
1633,12610440,Астраханскаяобласть,26,16,17,15,14,False
1634,12610444,Астраханскаяобласть,9,3,7,5,4,False
1635,12610448,Астраханскаяобласть,59,59,56,46,32,False
1636,12610450,Астраханскаяобласть,18,8,14,17,5,False
1637,12610456,Астраханскаяобласть,26,20,24,15,13,False
1638,12610458,Астраханскаяобласть,10,20,13,12,9,False
1639,12610459,Астраханскаяобласть,43,55,44,29,30,False
1640,12610460,Астраханскаяобласть,21,11,27,26,12,False
1641,12610464,Астраханскаяобласть,52,44,29,35,30,False
1642,12610468,Астраханскаяобласть,220,230,229,165,177,False
1643,12615400,Астраханскаяобласть,374,362,300,287,273,False
1644,12615404,Астраханскаяобласть,7,4,7,5,6,False
1645,12615408,Астраханскаяобласть,24,21,13,18,8,False
1646,12615410,Астраханскаяобласть,21,22,15,15,13,False
1647,12615412,Астраханскаяобласть,6,8,6,7,7,False
1648,12615416,Астраханскаяобласть,96,122,97,94,85,False
1649,12615420,Астраханскаяобласть,19,22,18,14,15,False
1650,12615424,Астраханскаяобласть,13,12,8,1,7,False
1651,12615428,Астраханскаяобласть,14,18,9,8,10,False
1652,12615430,Астраханскаяобласть,11,5,8,5,7,False
1653,12615433,Астраханскаяобласть,62,62,56,44,53,False
1654,12615436,Астраханскаяобласть,21,13,13,14,14,False
1655,12615440,Астраханскаяобласть,10,11,11,18,9,False
1656,12615444,Астраханскаяобласть,51,29,27,25,19,False
1657,12615448,Астраханскаяобласть,19,13,12,19,20,False
1658,12620400,Астраханскаяобласть,544,470,451,358,378,False
1659,12620404,Астраханскаяобласть,63,45,40,44,44,False
1660,12620408,Астраханскаяобласть,11,10,5,5,,False
1661,12620412,Астраханскаяобласть,33,24,27,19,14,False
1662,12620416,Астраханскаяобласть,11,2,9,6,8,False
1663,12620420,Астраханскаяобласть,158,153,152,141,144,False
1664,12620424,Астраханскаяобласть,26,14,18,11,15,False
1665,12620425,Астраханскаяобласть,53,40,34,26,34,False
1666,12620426,Астраханскаяобласть,16,7,7,8,9,False
1667,12620428,Астраханскаяобласть,21,23,24,24,,False
1668,12620429,Астраханскаяобласть,55,57,77,60,61,False
1669,12620432,Астраханскаяобласть,23,12,15,18,12,True
1670,12620436,Астраханскаяобласть,13,13,8,4,9,False
1671,12620438,Астраханскаяобласть,33,30,24,11,21,False
1672,12620440,Астраханскаяобласть,18,25,25,,,False
1673,12620444,Астраханскаяобласть,10,15,11,10,7,False
1674,12625400,Астраханскаяобласть,407,370,334,283,274,False
1675,12625404,Астраханскаяобласть,15,12,14,11,11,False
1676,12625406,Астраханскаяобласть,10,13,11,13,11,False
1677,12625408,Астраханскаяобласть,25,24,23,23,12,False
1678,12625416,Астраханскаяобласть,26,19,24,9,18,False
1679,12625420,Астраханскаяобласть,37,31,30,28,35,False
1680,12625424,Астраханскаяобласть,20,12,16,12,12,False
1681,12625428,Астраханскаяобласть,16,15,9,12,28,False
1682,12625432,Астраханскаяобласть,48,42,38,33,20,False
1683,12625436,Астраханскаяобласть,41,32,41,33,51,False
1684,12625440,Астраханскаяобласть,14,20,9,13,13,False
1685,12625444,Астраханскаяобласть,35,37,28,21,21,False
1686,12625448,Астраханскаяобласть,21,18,13,12,17,False
1687,12625452,Астраханскаяобласть,45,51,39,32,27,False
1688,12625456,Астраханскаяобласть,20,11,11,,,False
1689,12625460,Астраханскаяобласть,26,28,39,31,23,False
1690,12625462,Астраханскаяобласть,8,5,5,,,False
1691,12630400,Астраханскаяобласть,669,594,575,478,454,False
1692,12630402,Астраханскаяобласть,3,1,1,1,,False
1693,12630404,Астраханскаяобласть,6,2,5,2,2,False
1694,12630406,Астраханскаяобласть,67,60,45,35,39,False
1695,12630408,Астраханскаяобласть,40,36,67,55,64,False
1696,12630412,Астраханскаяобласть,47,29,71,50,51,True
1697,12630416,Астраханскаяобласть,26,31,22,55,48,False
1698,12630420,Астраханскаяобласть,28,43,43,,,False
1699,12630424,Астраханскаяобласть,23,19,24,15,16,False
1700,12630428,Астраханскаяобласть,51,31,31,,,False
1701,12630432,Астраханскаяобласть,10,12,9,9,,False
1702,12630436,Астраханскаяобласть,244,241,268,239,210,False
1703,12630440,Астраханскаяобласть,33,24,26,26,,False
1704,12630441,Астраханскаяобласть,14,6,14,7,11,False
1705,12630444,Астраханскаяобласть,31,14,23,22,13,False
1706,12630448,Астраханскаяобласть,24,16,16,,,False
1707,12630452,Астраханскаяобласть,22,29,29,,,False
1708,12635400,Астраханскаяобласть,329,317,289,246,154,False
1709,12635402,Астраханскаяобласть,16,20,14,13,18,False
1710,12635404,Астраханскаяобласть,16,13,6,12,12,False
1711,12635408,Астраханскаяобласть,9,12,9,9,9,False
1712,12635410,Астраханскаяобласть,2,3,3,,,False
1713,12635412,Астраханскаяобласть,54,45,50,40,33,False
1714,12635416,Астраханскаяобласть,9,9,5,6,6,False
1715,12635420,Астраханскаяобласть,22,26,25,17,17,False
1716,12635424,Астраханскаяобласть,16,10,17,12,12,False
1717,12635428,Астраханскаяобласть,14,19,20,13,13,False
1718,12635432,Астраханскаяобласть,29,19,22,11,11,False
1719,12635436,Астраханскаяобласть,71,60,51,43,45,False
1720,12635440,Астраханскаяобласть,19,20,17,19,24,False
1721,12635442,Астраханскаяобласть,7,12,4,9,9,False
1722,12635443,Астраханскаяобласть,3,4,3,2,2,False
1723,12635444,Астраханскаяобласть,42,45,46,40,34,False
1724,12640400,Астраханскаяобласть,651,532,488,426,470,False
1725,12640404,Астраханскаяобласть,40,45,27,30,31,False
1726,12640406,Астраханскаяобласть,38,26,27,19,18,False
1727,12640408,Астраханскаяобласть,18,12,15,9,10,False
1728,12640412,Астраханскаяобласть,82,76,72,52,67,True
1729,12640424,Астраханскаяобласть,10,7,6,6,,False
1730,12640428,Астраханскаяобласть,21,27,26,25,21,False
1731,12640434,Астраханскаяобласть,36,25,17,21,21,False
1732,12640442,Астраханскаяобласть,38,34,26,17,24,False
1733,12640444,Астраханскаяобласть,36,26,22,15,24,False
1734,12640448,Астраханскаяобласть,22,20,28,17,21,False
1735,12640452,Астраханскаяобласть,125,110,101,94,106,False
1736,12640456,Астраханскаяобласть,185,124,121,127,127,False
1737,12642400,Астраханскаяобласть,862,865,780,709,686,False
1738,12642408,Астраханскаяобласть,60,53,39,40,36,False
1739,12642416,Астраханскаяобласть,37,38,37,29,31,False
1740,12642418,Астраханскаяобласть,55,47,39,26,42,False
1741,12642420,Астраханскаяобласть,68,60,60,69,54,False
1742,12642432,Астраханскаяобласть,196,216,199,177,170,False
1743,12642436,Астраханскаяобласть,36,25,26,17,26,False
1744,12642439,Астраханскаяобласть,54,52,44,45,46,False
1745,12642446,Астраханскаяобласть,35,37,32,29,28,False
1746,12642460,Астраханскаяобласть,66,67,63,51,48,True
1747,12642464,Астраханскаяобласть,106,109,81,104,90,False
1748,12642466,Астраханскаяобласть,78,83,89,70,59,False
1749,12642468,Астраханскаяобласть,71,78,71,52,56,False
1750,12645400,Астраханскаяобласть,340,241,281,236,213,False
1751,12645408,Астраханскаяобласть,29,24,25,26,23,False
1752,12645412,Астраханскаяобласть,13,16,16,8,13,False
1753,12645414,Астраханскаяобласть,33,21,30,20,23,False
1754,12645416,Астраханскаяобласть,15,12,10,12,7,True
1755,12645418,Астраханскаяобласть,13,11,11,12,8,False
1756,12645420,Астраханскаяобласть,75,63,64,54,51,False
1757,12645424,Астраханскаяобласть,34,15,13,12,9,False
1758,12645428,Астраханскаяобласть,67,36,57,39,38,False
1759,12645436,Астраханскаяобласть,61,43,55,53,41,False
1760,12650400,Астраханскаяобласть,231,192,155,148,148,False
1761,12650404,Астраханскаяобласть,11,7,7,7,,False
1762,12650408,Астраханскаяобласть,12,9,10,10,,False
1763,12650412,Астраханскаяобласть,5,3,2,2,,False
1764,12650414,Астраханскаяобласть,11,8,9,9,,False
1765,12650416,Астраханскаяобласть,22,21,17,17,,False
1766,12650420,Астраханскаяобласть,19,19,13,13,,False
1767,12650424,Астраханскаяобласть,23,12,8,8,,False
1768,12650428,Астраханскаяобласть,6,2,6,6,,False
1769,12650432,Астраханскаяобласть,18,10,5,8,11,False
1770,12650436,Астраханскаяобласть,104,101,78,140,137,False
1771,18602405,Волгоградскаяобласть,37,35,38,40,26,False
1772,18602408,Волгоградскаяобласть,2,7,6,10,7,False
1773,18602410,Волгоградскаяобласть,8,9,7,4,4,False
1774,18602412,Волгоградскаяобласть,6,7,6,6,3,False
1775,18602416,Волгоградскаяобласть,8,10,11,2,8,False
1776,18602420,Волгоградскаяобласть,7,5,7,3,2,False
1777,18602424,Волгоградскаяобласть,10,6,11,4,11,False
1778,18602428,Волгоградскаяобласть,23,11,12,8,6,False
1779,18602432,Волгоградскаяобласть,9,2,10,4,4,False
1780,18602436,Волгоградскаяобласть,12,5,7,4,6,False
1781,18602440,Волгоградскаяобласть,2,3,5,3,5,False
1782,18602444,Волгоградскаяобласть,3,5,3,5,5,False
1783,18602452,Волгоградскаяобласть,8,6,9,3,4,False
1784,18602456,Волгоградскаяобласть,29,22,13,13,12,False
1785,18602470,Волгоградскаяобласть,10,10,16,15,6,False
1786,18604404,Волгоградскаяобласть,17,20,12,7,12,False
1787,18604408,Волгоградскаяобласть,35,26,31,23,24,False
1788,18604410,Волгоградскаяобласть,9,6,8,10,5,False
1789,18604411,Волгоградскаяобласть,6,6,2,6,6,False
1790,18604412,Волгоградскаяобласть,37,32,34,35,28,False
1791,18604416,Волгоградскаяобласть,30,28,26,34,18,False
1792,18604420,Волгоградскаяобласть,11,9,12,9,6,False
1793,18604424,Волгоградскаяобласть,25,18,22,9,13,False
1794,18604426,Волгоградскаяобласть,19,16,16,9,12,False
1795,18604427,Волгоградскаяобласть,38,45,42,49,34,False
1796,18604428,Волгоградскаяобласть,11,8,11,8,9,False
1797,18604432,Волгоградскаяобласть,25,20,20,19,25,False
1798,18604436,Волгоградскаяобласть,30,23,30,19,31,False
1799,18605405,Волгоградскаяобласть,15,14,17,18,13,False
1800,18605407,Волгоградскаяобласть,19,15,13,11,6,False
1801,18605413,Волгоградскаяобласть,26,30,20,13,17,False
1802,18605415,Волгоградскаяобласть,14,19,19,17,18,False
1803,18605418,Волгоградскаяобласть,36,32,36,35,36,True
1804,18605419,Волгоградскаяобласть,8,11,8,11,7,False
1805,18605421,Волгоградскаяобласть,28,34,26,18,19,False
1806,18605424,Волгоградскаяобласть,16,14,22,14,22,False
1807,18605426,Волгоградскаяобласть,18,18,26,19,19,False
1808,18605429,Волгоградскаяобласть,17,13,12,18,17,False
1809,18605432,Волгоградскаяобласть,28,32,16,36,22,False
1810,18605433,Волгоградскаяобласть,11,11,15,7,7,False
1811,18605435,Волгоградскаяобласть,46,38,36,34,36,False
1812,18605438,Волгоградскаяобласть,32,28,19,27,15,False
1813,18605445,Волгоградскаяобласть,14,16,18,17,13,False
1814,18606404,Волгоградскаяобласть,4,11,4,10,8,True
1815,18606408,Волгоградскаяобласть,8,7,3,5,5,False
1816,18606412,Волгоградскаяобласть,28,14,12,18,16,False
1817,18606414,Волгоградскаяобласть,8,4,11,5,2,False
1818,18606416,Волгоградскаяобласть,12,7,6,4,7,False
1819,18606420,Волгоградскаяобласть,7,2,4,3,3,False
1820,18606428,Волгоградскаяобласть,6,3,6,7,2,False
1821,18606432,Волгоградскаяобласть,22,8,16,13,8,False
1822,18606436,Волгоградскаяобласть,24,26,17,12,11,False
1823,18606440,Волгоградскаяобласть,8,3,6,7,6,False
1824,18606444,Волгоградскаяобласть,12,20,11,11,11,False
1825,18608404,Волгоградскаяобласть,33,15,13,20,15,False
1826,18608408,Волгоградскаяобласть,4,8,7,3,7,False
1827,18608412,Волгоградскаяобласть,19,37,20,23,18,False
1828,18608416,Волгоградскаяобласть,8,6,7,6,5,False
1829,18608432,Волгоградскаяобласть,26,11,15,16,12,False
1830,18608434,Волгоградскаяобласть,11,7,9,5,4,False
1831,18608436,Волгоградскаяобласть,9,7,9,14,9,False
1832,18608440,Волгоградскаяобласть,20,18,22,17,22,False
1833,18608444,Волгоградскаяобласть,29,21,23,27,27,False
1834,18608448,Волгоградскаяобласть,6,4,10,8,4,False
1835,18608452,Волгоградскаяобласть,16,9,4,7,5,False
1836,18608456,Волгоградскаяобласть,3,4,1,4,4,False
1837,18608460,Волгоградскаяобласть,28,32,23,22,16,False
1838,18610402,Волгоградскаяобласть,4,4,2,2,1,False
1839,18610404,Волгоградскаяобласть,6,2,8,6,8,False
1840,18610408,Волгоградскаяобласть,23,13,14,14,14,False
1841,18610412,Волгоградскаяобласть,11,16,7,15,11,False
1842,18610416,Волгоградскаяобласть,23,25,25,11,19,False
1843,18610420,Волгоградскаяобласть,11,11,6,7,11,False
1844,18610424,Волгоградскаяобласть,7,8,5,9,5,False
1845,18610428,Волгоградскаяобласть,2,2,2,,,False
1846,18610432,Волгоградскаяобласть,7,2,5,8,4,False
1847,18610438,Волгоградскаяобласть,9,4,6,3,3,False
1848,18610440,Волгоградскаяобласть,1,1,1,3,3,False
1849,18610444,Волгоградскаяобласть,9,4,7,6,1,False
1850,18610448,Волгоградскаяобласть,8,5,10,6,4,False
1851,18610452,Волгоградскаяобласть,12,9,6,5,3,False
1852,18610456,Волгоградскаяобласть,10,8,12,3,10,False
1853,18610460,Волгоградскаяобласть,7,8,9,11,3,False
1854,18612404,Волгоградскаяобласть,26,14,18,17,19,False
1855,18612408,Волгоградскаяобласть,8,5,7,5,4,False
1856,18612410,Волгоградскаяобласть,8,5,2,3,2,False
1857,18612412,Волгоградскаяобласть,14,9,10,10,7,False
1858,18612416,Волгоградскаяобласть,25,24,18,17,13,False
1859,18612420,Волгоградскаяобласть,30,27,32,34,22,False
1860,18612424,Волгоградскаяобласть,2,2,1,5,3,False
1861,18612426,Волгоградскаяобласть,4,5,5,3,5,False
1862,18612428,Волгоградскаяобласть,20,15,8,13,9,False
1863,18612429,Волгоградскаяобласть,6,11,7,7,4,False
1864,18612432,Волгоградскаяобласть,3,3,2,2,2,False
1865,18614404,Волгоградскаяобласть,28,29,22,15,15,False
1866,18614408,Волгоградскаяобласть,11,8,5,3,9,False
1867,18614412,Волгоградскаяобласть,15,13,10,7,6,False
1868,18614416,Волгоградскаяобласть,55,36,32,28,42,False
1869,18614420,Волгоградскаяобласть,29,20,14,18,12,False
1870,18614424,Волгоградскаяобласть,19,23,28,19,20,False
1871,18614428,Волгоградскаяобласть,20,17,12,10,13,False
1872,18614432,Волгоградскаяобласть,15,18,16,14,13,False
1873,18614436,Волгоградскаяобласть,7,8,9,8,5,False
1874,18614444,Волгоградскаяобласть,18,19,14,9,13,False
1875,18614448,Волгоградскаяобласть,18,23,10,12,16,False
1876,18614456,Волгоградскаяобласть,16,17,13,7,7,False
1877,18614458,Волгоградскаяобласть,51,31,35,30,42,False
1878,18616404,Волгоградскаяобласть,16,12,5,12,17,False
1879,18616412,Волгоградскаяобласть,19,12,21,19,19,False
1880,18616414,Волгоградскаяобласть,26,15,12,16,13,False
1881,18616416,Волгоградскаяобласть,50,35,46,27,36,False
1882,18616420,Волгоградскаяобласть,26,26,33,24,26,False
1883,18616424,Волгоградскаяобласть,31,25,26,21,19,False
1884,18616428,Волгоградскаяобласть,43,32,34,25,35,False
1885,18616430,Волгоградскаяобласть,32,36,28,20,17,False
1886,18616432,Волгоградскаяобласть,85,76,74,88,61,False
1887,18616444,Волгоградскаяобласть,64,56,50,48,31,False
1888,18616446,Волгоградскаяобласть,13,13,10,14,20,False
1889,18616450,Волгоградскаяобласть,24,14,15,7,12,False
1890,18618404,Волгоградскаяобласть,33,30,22,21,24,False
1891,18618406,Волгоградскаяобласть,11,12,7,5,6,False
1892,18618408,Волгоградскаяобласть,17,15,10,15,14,False
1893,18618412,Волгоградскаяобласть,17,16,20,7,7,False
1894,18618414,Волгоградскаяобласть,10,4,6,4,4,False
1895,18618418,Волгоградскаяобласть,12,6,13,4,10,False
1896,18618420,Волгоградскаяобласть,42,36,29,32,39,False
1897,18618422,Волгоградскаяобласть,57,28,26,22,21,False
1898,18618424,Волгоградскаяобласть,7,11,7,3,5,False
1899,18618428,Волгоградскаяобласть,30,19,16,22,15,False
1900,18618430,Волгоградскаяобласть,17,14,15,13,7,False
1901,18618432,Волгоградскаяобласть,17,10,13,7,10,False
1902,18618436,Волгоградскаяобласть,14,9,10,9,11,False
1903,18618444,Волгоградскаяобласть,14,12,17,12,12,False
1904,18618448,Волгоградскаяобласть,19,21,15,10,20,False
1905,18618452,Волгоградскаяобласть,15,15,13,15,5,False
1906,18618456,Волгоградскаяобласть,26,18,25,14,17,False
1907,18618460,Волгоградскаяобласть,8,6,2,3,3,False
1908,18620404,Волгоградскаяобласть,6,5,5,5,7,False
1909,18620408,Волгоградскаяобласть,13,10,10,11,14,False
1910,18620412,Волгоградскаяобласть,18,7,13,9,8,False
1911,18620416,Волгоградскаяобласть,7,13,5,6,7,False
1912,18620420,Волгоградскаяобласть,3,8,6,3,3,False
1913,18620424,Волгоградскаяобласть,10,8,4,4,9,False
1914,18620428,Волгоградскаяобласть,16,19,17,23,18,False
1915,18620434,Волгоградскаяобласть,18,19,17,5,14,False
1916,18620435,Волгоградскаяобласть,50,41,43,45,45,False
1917,18620436,Волгоградскаяобласть,7,5,8,4,4,False
1918,18620440,Волгоградскаяобласть,9,5,10,5,7,False
1919,18622404,Волгоградскаяобласть,29,24,23,21,21,False
1920,18622408,Волгоградскаяобласть,23,14,13,15,13,False
1921,18622412,Волгоградскаяобласть,26,27,16,14,14,False
1922,18622416,Волгоградскаяобласть,18,13,25,16,13,False
1923,18622418,Волгоградскаяобласть,81,55,70,51,59,False
1924,18622420,Волгоградскаяобласть,16,12,10,8,10,False
1925,18622424,Волгоградскаяобласть,20,18,16,14,12,False
1926,18622428,Волгоградскаяобласть,24,18,22,17,10,False
1927,18622432,Волгоградскаяобласть,22,15,14,19,15,False
1928,18622436,Волгоградскаяобласть,12,9,16,10,9,False
1929,18624404,Волгоградскаяобласть,13,13,9,6,11,False
1930,18624412,Волгоградскаяобласть,14,11,13,9,9,False
1931,18624416,Волгоградскаяобласть,17,17,13,21,16,False
1932,18624420,Волгоградскаяобласть,11,7,10,5,7,False
1933,18624424,Волгоградскаяобласть,24,15,15,9,17,False
1934,18624428,Волгоградскаяобласть,17,18,21,7,15,False
1935,18624432,Волгоградскаяобласть,9,11,7,6,10,False
1936,18624436,Волгоградскаяобласть,6,9,8,3,4,False
1937,18624440,Волгоградскаяобласть,9,9,13,14,9,False
1938,18624442,Волгоградскаяобласть,27,23,10,16,7,False
1939,18624444,Волгоградскаяобласть,17,10,12,11,10,False
1940,18624445,Волгоградскаяобласть,12,6,12,1,8,False
1941,18624446,Волгоградскаяобласть,10,8,5,8,12,False
1942,18624448,Волгоградскаяобласть,13,7,12,5,11,False
1943,18624452,Волгоградскаяобласть,14,14,13,13,12,True
1944,18626404,Волгоградскаяобласть,16,3,6,5,10,False
1945,18626408,Волгоградскаяобласть,19,26,14,15,16,False
1946,18626412,Волгоградскаяобласть,22,20,17,17,15,False
1947,18626416,Волгоградскаяобласть,12,11,12,15,9,False
1948,18626420,Волгоградскаяобласть,19,20,14,14,15,False
1949,18626424,Волгоградскаяобласть,11,12,4,7,8,True
1950,18626428,Волгоградскаяобласть,16,27,18,20,22,False
1951,18626440,Волгоградскаяобласть,17,15,15,15,20,False
1952,18630402,Волгоградскаяобласть,14,17,17,5,10,False
1953,18630404,Волгоградскаяобласть,82,57,59,38,40,False
1954,18630408,Волгоградскаяобласть,29,20,20,20,18,False
1955,18630412,Волгоградскаяобласть,7,9,1,3,7,False
1956,18630416,Волгоградскаяобласть,12,17,18,15,13,False
1957,18630420,Волгоградскаяобласть,16,11,9,10,6,False
1958,18630422,Волгоградскаяобласть,22,15,14,18,13,False
1959,18630424,Волгоградскаяобласть,20,14,20,15,12,False
1960,18630426,Волгоградскаяобласть,14,8,6,9,2,False
1961,18630428,Волгоградскаяобласть,19,12,18,4,7,False
1962,18630432,Волгоградскаяобласть,19,14,17,10,18,False
1963,18630436,Волгоградскаяобласть,34,20,25,29,18,False
1964,18634404,Волгоградскаяобласть,9,6,3,4,2,False
1965,18634408,Волгоградскаяобласть,7,13,12,10,4,False
1966,18634412,Волгоградскаяобласть,5,4,4,5,4,False
1967,18634416,Волгоградскаяобласть,2,5,3,3,1,False
1968,18634420,Волгоградскаяобласть,15,10,6,11,7,False
1969,18634424,Волгоградскаяобласть,6,3,6,5,4,False
1970,18634426,Волгоградскаяобласть,53,45,49,44,48,False
1971,18634428,Волгоградскаяобласть,3,2,7,1,6,False
1972,18634432,Волгоградскаяобласть,13,5,12,5,1,False
1973,18634440,Волгоградскаяобласть,8,2,9,5,4,False
1974,18634444,Волгоградскаяобласть,13,17,11,6,6,False
1975,18634448,Волгоградскаяобласть,18,16,13,15,12,False
1976,18634452,Волгоградскаяобласть,4,1,9,1,4,False
1977,18636404,Волгоградскаяобласть,21,20,26,22,23,False
1978,18636408,Волгоградскаяобласть,21,17,12,17,15,False
1979,18636412,Волгоградскаяобласть,17,23,13,15,22,False
1980,18636416,Волгоградскаяобласть,21,16,20,18,17,False
1981,18636420,Волгоградскаяобласть,36,36,38,29,28,False
1982,18636422,Волгоградскаяобласть,15,9,9,7,4,False
1983,18636423,Волгоградскаяобласть,16,14,14,12,10,False
1984,18636424,Волгоградскаяобласть,15,12,14,10,7,False
1985,18636428,Волгоградскаяобласть,31,37,33,29,21,False
1986,18636432,Волгоградскаяобласть,26,21,22,12,13,False
1987,18636436,Волгоградскаяобласть,23,21,26,15,8,False
1988,18638404,Волгоградскаяобласть,16,9,11,12,6,True
1989,18638408,Волгоградскаяобласть,7,10,6,7,8,False
1990,18638412,Волгоградскаяобласть,19,8,8,2,8,False
1991,18638416,Волгоградскаяобласть,17,12,9,9,8,False
1992,18638420,Волгоградскаяобласть,11,13,14,10,14,False
1993,18638422,Волгоградскаяобласть,13,5,12,6,6,False
1994,18638424,Волгоградскаяобласть,12,8,7,7,6,False
1995,18638428,Волгоградскаяобласть,39,32,32,23,26,False
1996,18638432,Волгоградскаяобласть,6,6,3,3,7,False
1997,18638436,Волгоградскаяобласть,36,20,21,22,19,False
1998,18638440,Волгоградскаяобласть,14,10,11,4,7,False
1999,18638444,Волгоградскаяобласть,23,30,13,12,11,False
2000,18638448,Волгоградскаяобласть,17,17,12,13,9,False
2001,18640404,Волгоградскаяобласть,26,14,14,17,23,False
2002,18640408,Волгоградскаяобласть,16,13,6,7,10,False
2003,18640412,Волгоградскаяобласть,9,12,10,7,11,False
2004,18640416,Волгоградскаяобласть,9,9,10,4,6,False
2005,18640420,Волгоградскаяобласть,14,9,18,19,14,False
2006,18640424,Волгоградскаяобласть,10,7,11,6,9,False
2007,18640428,Волгоградскаяобласть,20,9,10,10,7,False
2008,18640432,Волгоградскаяобласть,8,7,5,7,7,False
2009,18640436,Волгоградскаяобласть,13,10,11,8,5,False
2010,18640440,Волгоградскаяобласть,7,7,10,7,6,False
2011,18642404,Волгоградскаяобласть,21,18,20,22,9,False
2012,18642408,Волгоградскаяобласть,29,21,19,14,14,False
2013,18642412,Волгоградскаяобласть,20,17,16,17,13,False
2014,18642416,Волгоградскаяобласть,5,6,7,6,2,False
2015,18642420,Волгоградскаяобласть,8,11,7,6,7,False
2016,18642424,Волгоградскаяобласть,13,13,12,6,8,False
2017,18642428,Волгоградскаяобласть,24,17,14,19,16,False
2018,18642429,Волгоградскаяобласть,8,5,8,4,9,False
2019,18642430,Волгоградскаяобласть,27,28,27,26,29,False
2020,18642432,Волгоградскаяобласть,22,15,11,17,6,False
2021,18642436,Волгоградскаяобласть,16,10,10,11,3,False
2022,18642440,Волгоградскаяобласть,8,12,10,11,6,False
2023,18642442,Волгоградскаяобласть,5,8,6,4,2,False
2024,18642444,Волгоградскаяобласть,24,25,16,17,15,False
2025,18642448,Волгоградскаяобласть,17,10,13,7,13,False
