регион,МО,2017,2018,октмо
Алтайский край,россошинский,1001,998,
Алтайский край,старобелокурихинский,1527,1531,19620000
Алтайский край,баевский,4121,4090,
Алтайский край,верхпайвинский,640,627,
Алтайский край,верхчуманский,826,815,
Алтайский край,нижнечуманский,1416,1395,1603437
Алтайский край,паклинский,487,484,
Алтайский край,плотавский,769,757,
Алтайский край,прослаухинский,426,410,
Алтайский край,ситниковский,677,660,
Алтайский край,большеугреневский,790,789,
Алтайский край,верхбехтемирский,964,942,
Алтайский край,верхкатунский,3437,3358,
Алтайский край,енисейский,1450,1418,
Алтайский край,заринский,1536,1513,
Алтайский край,калининский,1022,1004,
Алтайский край,лесной,2307,2253,
Алтайский край,малоенисейский,2761,2686,
Алтайский край,малоугреневский,3471,3430,
Алтайский край,новиковский,1390,1359,
Алтайский край,первомайский,6576,6499,
Алтайский край,светлоозрский,1544,1533,
Алтайский край,сростинский,2902,2844,
Алтайский край,усятский,1281,1232,
Алтайский край,шебалинский,956,911,
Алтайский край,алексеевский,376,401,
Алтайский край,гляденьский,1357,1311,
Алтайский край,леньковский,3071,3062,
Алтайский край,нижнекучукский,468,452,
Алтайский край,николаевский,876,868,
Алтайский край,новокулундинский,1001,974,
Алтайский край,орлеанский,570,576,
Алтайский край,суворовский,960,955,
Алтайский край,шимолинский,1115,1081,
Алтайский край,яготинский,871,845,
Алтайский край,бурлинский,4162,4153,
Алтайский край,михайловский,1270,1257,12645416
Алтайский край,новоандреевский,275,253,
Алтайский край,новопесчанский,846,822,
Алтайский край,новосельский,778,787,
Алтайский край,ореховский,559,552,
Алтайский край,партизанский,1026,1003,
Алтайский край,рожковский,522,536,
Алтайский край,устьянский,1010,1021,1625495
Алтайский край,акутихинский,1026,1002,
Алтайский край,быстроистокский,3382,3355,
Алтайский край,верхануйский,1081,1066,
Алтайский край,верхозрнинский,442,436,
Алтайский край,новопокровский,913,892,1617468
Алтайский край,приобский,789,775,
Алтайский край,устьануйский,246,240,
Алтайский край,хлеборобный,1076,1068,
Алтайский край,берзовский,504,498,
Алтайский край,борфоостовский,837,820,
Алтайский край,волчихинский,10162,10015,
Алтайский край,востровский,1527,1526,
Алтайский край,коминтерновский,398,374,
Алтайский край,малышевологовской,1047,1018,
Алтайский край,новокормихинский,423,406,
Алтайский край,пятковологовской,337,331,
Алтайский край,селиврстовский,653,643,
Алтайский край,солоновский,813,802,1640460
Алтайский край,устьволчихинский,1003,990,
Алтайский край,круглосеменцовский,547,534,
Алтайский край,лебяжинский,1989,1989,
Алтайский край,малошелковниковский,683,669,
Алтайский край,новоегорьевский,5461,5433,
Алтайский край,первомайский,944,915,
Алтайский край,сростинский,2178,2157,
Алтайский край,титовский,910,873,
Алтайский край,шубинский,527,500,
Алтайский край,верхненинский,212,201,
Алтайский край,ельцовский,2900,2912,"1 610 422,00"
Алтайский край,мартыновский,1330,1334,
Алтайский край,новокаменский,359,359,
Алтайский край,пуштулимский,996,989,
Алтайский край,черемшанский,316,328,
Алтайский край,гилвский,1226,1211,
Алтайский край,глубоковский,1686,1664,
Алтайский край,гоноховский,1803,1791,
Алтайский край,завьяловский,6906,6826,
