регион,название ,2014   ,2013   ,октмо
Алтайский край,Сельское поселение Новоталовский сельсовет,578,,
Алтайский край,Сельское поселение Соусканихинский сельсовет,1082,,
Алтайский край,Сельское поселение Усть-Ишинский сельсовет,1927,,
Алтайский край,Сельское поселение Усть-Кажинский сельсовет,1464,,
Алтайский край,Сельское поселение Акимовский сельсовет,554,,
Алтайский край,Сельское поселение Берёзовский сельсовет,1399,,
Алтайский край,Сельское поселение Верх-Камышенский сельсовет,1438,,
Алтайский край,Сельское поселение Карповский сельсовет,1391,,
Алтайский край,Сельское поселение Краснощёковский сельсовет,5087,,
Алтайский край,Сельское поселение Куйбышевский сельсовет,711,,
Алтайский край,Сельское поселение Маралихинский сельсовет,1718,,
Алтайский край,Сельское поселение Новошипуновский сельсовет,1209,,
Алтайский край,Сельское поселение Суетский сельсовет,687,,
Алтайский край,Сельское поселение Усть-Беловский сельсовет,307,,
Алтайский край,Сельское поселение Усть-Козлухинский сельсовет,920,,01 620 470
Алтайский край,Сельское поселение Усть-Пустынский сельсовет,387,,
Алтайский край,Сельское поселение Харловский сельсовет,1292,,
Алтайский край,Сельское поселение Чинетинский сельсовет,726,,
Алтайский край,Сельское поселение Боровской сельсовет,602,,
Алтайский край,Сельское поселение Волчно-Бурлинский сельсовет,1287,,
Алтайский край,Сельское поселение Долганский сельсовет,1329,,
Алтайский край,Сельское поселение Заковряшинский сельсовет,986,,
Алтайский край,Сельское поселение Крутихинский сельсовет,3579,,
Алтайский край,Сельское поселение Маловолчанский сельсовет,588,,
Алтайский край,Сельское поселение Новодубровский сельсовет,614,,
Алтайский край,Сельское поселение Подборный сельсовет,685,,
Алтайский край,Сельское поселение Прыганский сельсовет,912,,
Алтайский край,Сельское поселение Ананьевский сельсовет,773,,
Алтайский край,Сельское поселение Воздвиженский сельсовет,431,,
Алтайский край,Сельское поселение Златополинский сельсовет,838,,
Алтайский край,Сельское поселение Константиновский сельсовет,1074,,
Алтайский край,Сельское поселение Кулундинский сельсовет,14398,,
Алтайский край,Сельское поселение Курский сельсовет,1428,,
Алтайский край,Сельское поселение Мирабилитский сельсовет,657,,
Алтайский край,Сельское поселение Октябрьский сельсовет,2000,,
Алтайский край,Сельское поселение Семёновский сельсовет,717,,
Алтайский край,Сельское поселение Бугрышихинский сельсовет,87,,
Алтайский край,Сельское поселение Ивановский сельсовет,931,,
Алтайский край,Сельское поселение Казанцевский сельсовет,529,,
Алтайский край,Сельское поселение Колыванский сельсовет,1361,,
Алтайский край,Сельское поселение Краснознаменский сельсовет,987,,
Алтайский край,Сельское поселение Кузнецовский сельсовет,548,,
Алтайский край,Сельское поселение Курьинский сельсовет,3554,,
Алтайский край,Сельское поселение Новофирсовский сельсовет,523,,
Алтайский край,Сельское поселение Трусовский сельсовет,712,,
Алтайский край,Сельское поселение Усть-Таловский сельсовет,954,,
Алтайский край,Сельское поселение Дмитро-Титовский сельсовет,1043,,
Алтайский край,Сельское поселение Кытмановский сельсовет,5054,,
Алтайский край,Сельское поселение Червовский сельсовет,580,,
Алтайский край,Сельское поселение Новотарабинский сельсовет,715,,
Алтайский край,Сельское поселение Октябрьский сельсовет,1313,,
Алтайский край,Сельское поселение Порошинский сельсовет,498,,
Алтайский край,Сельское поселение Семено-Красиловский сельсовет,1024,,
Алтайский край,Сельское поселение Сунгайский сельсовет,681,,
Алтайский край,Сельское поселение Тягунский сельсовет,1536,,
Алтайский край,Сельское поселение Тяхтинский сельсовет,520,,
Алтайский край,Сельское поселение Александровский сельсовет,511,,
Алтайский край,Сельское поселение Второкаменский сельсовет,761,,
Алтайский край,Сельское поселение Георгиевский сельсовет,535,,
Алтайский край,Сельское поселение Гилёвский сельсовет,995,,
Алтайский край,Сельское поселение Ермошихинский сельсовет,176,,
Алтайский край,Сельское поселение Золотухинский сельсовет,843,,
Алтайский край,Сельское поселение Кировский сельсовет,1058,,
Алтайский край,Сельское поселение Локтевский сельсовет,1105,,
Алтайский край,Сельское поселение Масальский сельсовет,1804,,
Алтайский край,Сельское поселение Николаевский сельсовет,503,,
Алтайский край,Сельское поселение Новенский сельсовет,453,,
Алтайский край,Сельское поселение Новомихайловский сельсовет,830,,
Алтайский край,Сельское поселение Покровский сельсовет,884,,
Алтайский край,Сельское поселение Ремовский сельсовет,873,,
Алтайский край,Сельское поселение Самарский сельсовет,618,,
Алтайский край,Сельское поселение Успенский сельсовет,1022,,
Алтайский край,Сельское поселение Устьянский сельсовет,862,,01 606 477
Алтайский край,Сельское поселение Буканский сельсовет,1004,,
Алтайский край,Сельское поселение Гришенский сельсовет,896,,
Алтайский край,Сельское поселение Ермачихинский сельсовет,394,,
Алтайский край,Сельское поселение Кадниковский сельсовет,770,,
Алтайский край,Сельское поселение Комсомольский сельсовет,1023,,
Алтайский край,Сельское поселение Корчинский сельсовет,1054,,
Алтайский край,Сельское поселение Костино-Логовской сельсовет,1211,,
Алтайский край,Сельское поселение Крестьянский сельсовет,1209,,
Алтайский край,Сельское поселение Мамонтовский сельсовет,10009,,
Алтайский край,Сельское поселение Островновский сельсовет,1543,,
Алтайский край,Сельское поселение Покровский сельсовет,1017,,
Алтайский край,Сельское поселение Сусловский сельсовет,724,,
Алтайский край,Сельское поселение Тимирязевский сельсовет,671,,
Алтайский край,Сельское поселение Чернокурьинский сельсовет,998,,
Алтайский край,Сельское поселение Ащегульский сельсовет,388,,
Алтайский край,Сельское поселение Бастанский сельсовет,942,,
Алтайский край,Сельское поселение Михайловский сельсовет,10957,,
Алтайский край,Сельское поселение Назаровский сельсовет,560,,
Алтайский край,Сельское поселение Николаевский сельсовет,1152,,
Алтайский край,Сельское поселение Полуямский сельсовет,837,,
Алтайский край,Сельское поселение Ракитовский сельсовет,2223,,
Алтайский край,Сельское поселение Долговский сельсовет,642,,
Алтайский край,Сельское поселение Лобанихинский сельсовет,521,,
Алтайский край,Сельское поселение Мельниковский сельсовет,1055,,
Алтайский край,Сельское поселение Новичихинский сельсовет,4254,,
Алтайский край,Сельское поселение Поломошенский сельсовет,621,,
Алтайский край,Сельское поселение Солоновский сельсовет,1635,,
Алтайский край,Сельское поселение Токарёвский сельсовет,786,,
Алтайский край,Сельское поселение Буланихинский сельсовет,2575,,
Алтайский край,Сельское поселение Зональный сельсовет,3890,,
Алтайский край,Сельское поселение Луговский сельсовет,1388,,
Алтайский край,Сельское поселение Новочемровский сельсовет,2003,,01 629 466
Алтайский край,Сельское поселение Октябрьский сельсовет,1132,,
Алтайский край,Сельское поселение Плешковский сельсовет,1865,,
Алтайский край,Сельское поселение Соколовский сельсовет,4185,,
Алтайский край,Сельское поселение Чемровский сельсовет,1868,,
Алтайский край,Сельское поселение Шубенский сельсовет,1221,,
Алтайский край,Сельское поселение Арбузовский сельсовет,1138,,
Алтайский край,Сельское поселение Бурановский сельсовет,847,,
Алтайский край,Сельское поселение Елунинский сельсовет,634,,
Алтайский край,Сельское поселение Колыванский сельсовет,1925,,
Алтайский край,Сельское поселение Комсомольский сельсовет,2704,,
Алтайский край,Сельское поселение Лебяжинский сельсовет,1018,,
Алтайский край,Сельское поселение Новозоринский сельсовет,3398,,
Алтайский край,Сельское поселение Павловский сельсовет,14715,,
Алтайский край,Сельское поселение Павлозаводской сельсовет,1615,,
Алтайский край,Сельское поселение Прутской сельсовет,2635,,
Алтайский край,Сельское поселение Рогозихинский сельсовет,1175,,
Алтайский край,Сельское поселение Стуковский сельсовет,1645,,
Алтайский край,Сельское поселение Черемновский сельсовет,4898,,
Алтайский край,Сельское поселение Чернопятовский сельсовет,675,,
Алтайский край,Сельское поселение Шаховский сельсовет,1709,,
Алтайский край,Сельское поселение Велижанский сельсовет,825,,01 631 411
Алтайский край,Сельское поселение Железнодорожный сельсовет,541,,
Алтайский край,Сельское поселение Зятьковский сельсовет,1228,,
Алтайский край,Сельское поселение Кривинский сельсовет,639,,
Алтайский край,Сельское поселение Луковский сельсовет,965,,
Алтайский край,Сельское поселение Панкрушихинский сельсовет,5085,,
Алтайский край,Сельское поселение Подойниковский сельсовет,1934,,
Алтайский край,Сельское поселение Романовский сельсовет,547,,
Алтайский край,Сельское поселение Урываевский сельсовет,826,,
Алтайский край,Сельское поселение Акуловский сельсовет,1004,,
Алтайский край,Сельское поселение Баюновоключевский сельсовет,1810,,
Алтайский край,Сельское поселение Берёзовский сельсовет,6846,,
Алтайский край,Сельское поселение Бобровский сельсовет,4802,,01 632 420
Алтайский край,Сельское поселение Боровихинский сельсовет,8565,,
Алтайский край,Сельское поселение Жилинский сельсовет,1185,,
Алтайский край,Сельское поселение Журавлихинский сельсовет,1006,,
Алтайский край,Сельское поселение Зудиловский сельсовет,4978,,
Алтайский край,Сельское поселение Логовской сельсовет,1625,,
Алтайский край,Сельское поселение Новоберёзовский сельсовет,473,,
Алтайский край,Сельское поселение Первомайский сельсовет,5527,,
Алтайский край,Сельское поселение Повалихинский сельсовет,3425,,
Алтайский край,Сельское поселение Рассказихинский сельсовет,746,,
Алтайский край,Сельское поселение Санниковский сельсовет,3762,,
Алтайский край,Сельское поселение Северный сельсовет,1836,,
Алтайский край,Сельское поселение Сибирский сельсовет,2840,,
Алтайский край,Сельское поселение Солнечный сельсовет,506,,
Алтайский край,Сельское поселение Сорочелоговский сельсовет,1184,,
Алтайский край,Сельское поселение Алексеевский сельсовет,1361,,
Алтайский край,Сельское поселение Антоньевский сельсовет,1475,,
Алтайский край,Сельское поселение Зеленодольский сельсовет,1605,,
Алтайский край,Сельское поселение Камышенский сельсовет,1455,,
Алтайский край,Сельское поселение Николаевский сельсовет,975,,
Алтайский край,Сельское поселение Новообинский сельсовет,809,,
Алтайский край,Сельское поселение Паутовский сельсовет,997,,
Алтайский край,Сельское поселение Петропавловский сельсовет,2553,,
Алтайский край,Сельское поселение Соловьихинский сельсовет,680,,01 633 479
Алтайский край,Сельское поселение Борковский сельсовет,1128,,
Алтайский край,Сельское поселение 12 Лет Октября сельсовет,815,,
Алтайский край,Сельское поселение Калмыцко-Мысовской сельсовет,1201,,
Алтайский край,Сельское поселение Клепечихинский сельсовет,1311,,
Алтайский край,Сельское поселение Красноалтайский сельсовет,969,,
Алтайский край,Сельское поселение Красноярский сельсовет,958,,01 634 450
Алтайский край,Сельское поселение Мамонтовский сельсовет,1752,,
Алтайский край,Сельское поселение Николаевский сельсовет,1670,,
Алтайский край,Сельское поселение Озимовский сельсовет,710,,
Алтайский край,Сельское поселение Поспелихинский сельсовет,1192,,
Алтайский край,Сельское поселение Поспелихинский Центральный сельсовет,12076,,
Алтайский край,Сельское поселение Беловский сельсовет,1471,,01 602 412
Алтайский край,Сельское поселение Боровлянский сельсовет,689,,
Алтайский край,Сельское поселение Воронихинский сельсовет,924,,
Алтайский край,Сельское поселение Георгиевский сельсовет,522,,
Алтайский край,Сельское поселение Зеленорощинский сельсовет,862,,
Алтайский край,Сельское поселение Зиминский сельсовет,1001,,
Алтайский край,Сельское поселение Клочковский сельсовет,1099,,
Алтайский край,Сельское поселение Куликовский сельсовет,291,,
Алтайский край,Сельское поселение Пановский сельсовет,1272,,
Алтайский край,Сельское поселение Плоскосеминский сельсовет,349,,
Алтайский край,Сельское поселение Подстепновский сельсовет,905,,
Алтайский край,Сельское поселение Ребрихинский сельсовет,8207,,
Алтайский край,Сельское поселение Рожне-Логовской сельсовет,988,,
Алтайский край,Сельское поселение Станционно-Ребрихинский сельсовет,2567,,
Алтайский край,Сельское поселение Усть-Мосихинский сельсовет,1114,,
Алтайский край,Сельское поселение Шумилихинский сельсовет,625,,
Алтайский край,Сельское поселение Яснополянский сельсовет,561,,
Алтайский край,Сельское поселение Зелёнолуговской сельсовет,522,,
Алтайский край,Сельское поселение Каяушенский сельсовет,642,,
Алтайский край,Сельское поселение Кочкинский сельсовет,923,,
Алтайский край,Сельское поселение Мирненский сельсовет,1836,,
Алтайский край,Сельское поселение Покровский сельсовет,994,,
Алтайский край,Сельское поселение Раздольненский сельсовет,1223,,
Алтайский край,Сельское поселение Родинский сельсовет,8218,,
Алтайский край,Сельское поселение Степновский сельсовет,1373,,
Алтайский край,Сельское поселение Степно-Кучукский сельсовет,1002,,
Алтайский край,Сельское поселение Шаталовский сельсовет,611,,
Алтайский край,Сельское поселение Центральный сельсовет,1280,,
Алтайский край,Сельское поселение Ярослав-Логовской сельсовет,717,,
Алтайский край,Сельское поселение Гилёв-Логовской сельсовет,847,,
Алтайский край,Сельское поселение Грано-Маяковский сельсовет,393,,
Алтайский край,Сельское поселение Гуселетовский сельсовет,883,,
Алтайский край,Сельское поселение Дубровинский сельсовет,464,,
Алтайский край,Сельское поселение Закладнинский сельсовет,772,,
Алтайский край,Сельское поселение Казанцевский сельсовет,294,,
Алтайский край,Сельское поселение Майский сельсовет,455,,
Алтайский край,Сельское поселение Мормышанский сельсовет,377,,
Алтайский край,Сельское поселение Рассветовский сельсовет,297,,
Алтайский край,Сельское поселение Романовский сельсовет,5454,,
Алтайский край,Сельское поселение Сидоровский сельсовет,1283,,
Алтайский край,Сельское поселение Тамбовский сельсовет,825,,
Алтайский край,Сельское поселение Безрукавский сельсовет,2949,,
Алтайский край,Сельское поселение Бобковский сельсовет,1402,,
Алтайский край,Сельское поселение Большешелковниковский сельсовет,627,,
Алтайский край,Сельское поселение Веселоярский сельсовет,5130,,
Алтайский край,Сельское поселение Вишнёвский сельсовет,553,,
Алтайский край,Сельское поселение Дальний сельсовет,1058,,
Алтайский край,Сельское поселение Куйбышевский сельсовет,1376,,
Алтайский край,Сельское поселение Новоалександровский сельсовет,1193,,
Алтайский край,Сельское поселение Новониколаевский сельсовет,1408,,
Алтайский край,Сельское поселение Новороссийский сельсовет,765,,
Алтайский край,Сельское поселение Новосклюихинский сельсовет,1090,,
Алтайский край,Сельское поселение Половинкинский сельсовет,1128,,
Алтайский край,Сельское поселение Ракитовский сельсовет,1081,,
Алтайский край,Сельское поселение Рубцовский сельсовет,2318,,
Алтайский край,Сельское поселение Самарский сельсовет,966,,
Алтайский край,Сельское поселение Саратовский сельсовет,561,,
Алтайский край,Сельское поселение Тишинский сельсовет,906,,
Алтайский край,Сельское поселение Ануйский сельсовет,1090,,
Алтайский край,Сельское поселение Верх-Обский сельсовет,2632,,
Алтайский край,Сельское поселение Кировский сельсовет,1683,,
Алтайский край,Сельское поселение Линёвский сельсовет,1762,,
Алтайский край,Сельское поселение Новотырышкинский сельсовет,1921,,
Алтайский край,Сельское поселение Смоленский сельсовет,9138,,
Алтайский край,Сельское поселение Солоновский сельсовет,1459,,
Алтайский край,Сельское поселение Сычёвский сельсовет,2393,,
Алтайский край,Сельское поселение Точилинский сельсовет,1289,,
Алтайский край,Сельское поселение Александровский сельсовет,656,,
Алтайский край,Сельское поселение Боронский сельсовет,382,,
Алтайский край,Сельское поселение Верх-Суетский сельсовет,2390,,
Алтайский край,Сельское поселение Ильичёвский сельсовет,140,,
Алтайский край,Сельское поселение Нижнесуетский сельсовет,1086,,
Алтайский край,Сельское поселение Кокшинский сельсовет,1052,,
Алтайский край,Сельское поселение Коловский сельсовет,408,,
Алтайский край,Сельское поселение Красноярский сельсовет,1227,,
Алтайский край,Сельское поселение Никольский сельсовет,1095,,
Алтайский край,Сельское поселение Платовский сельсовет,689,,
Алтайский край,Сельское поселение Половинский сельсовет,675,,
Алтайский край,Сельское поселение Сетовский сельсовет,1013,,
Алтайский край,Сельское поселение Советский сельсовет,4971,,
Алтайский край,Сельское поселение Талицкий сельсовет,467,,
Алтайский край,Сельское поселение Урожайный сельсовет,1831,,
Алтайский край,Сельское поселение Шульгин-Логский сельсовет,1098,,
Алтайский край,Сельское поселение Шульгинский сельсовет,1710,,
Алтайский край,Сельское поселение Берёзовский сельсовет,879,,
Алтайский край,Сельское поселение Карповский сельсовет,462,,
Алтайский край,Сельское поселение Лютаевский сельсовет,441,,
Алтайский край,Сельское поселение Сибирячихинский сельсовет,904,,
Алтайский край,Сельское поселение Солонешенский сельсовет,4824,,
Алтайский край,Сельское поселение Степной сельсовет,528,,
Алтайский край,Сельское поселение Тополинский сельсовет,1062,,
Алтайский край,Сельское поселение Тумановский сельсовет,749,,
Алтайский край,Сельское поселение Карабинский сельсовет,1384,,
Алтайский край,Сельское поселение Макарьевский сельсовет,606,,
Алтайский край,Сельское поселение Ненинский сельсовет,1020,,
Алтайский край,Сельское поселение Нижнененинский сельсовет,720,,
Алтайский край,Сельское поселение Солтонский сельсовет,3247,,
Алтайский край,Сельское поселение Сузопский сельсовет,942,,
Алтайский край,Сельское поселение Верх-Кучукский сельсовет,1290,,
Алтайский край,Сельское поселение Ильинский сельсовет,707,,
Алтайский край,Сельское поселение Инской сельсовет,607,,01 645 423
Алтайский край,Сельское поселение Кипринский сельсовет,1666,,
Алтайский край,Сельское поселение Крутишинский сельсовет,1640,,
Алтайский край,Сельское поселение Кучукский сельсовет,1476,,
Алтайский край,Сельское поселение Макаровский сельсовет,457,,
Алтайский край,Сельское поселение Новообинцевский сельсовет,939,,
Алтайский край,Сельское поселение Омутский сельсовет,442,,
Алтайский край,Сельское поселение Шелаболихинский сельсовет,3782,,
Алтайский край,Сельское поселение Алтайский сельсовет,1995,,
Алтайский край,Сельское поселение Белозёрский сельсовет,455,,
Алтайский край,Сельское поселение Большеромановский сельсовет,767,,
Алтайский край,Сельское поселение Лебединский сельсовет,635,,
Алтайский край,Сельское поселение Серебропольский сельсовет,1265,,
Алтайский край,Сельское поселение Табунский сельсовет,4534,,
Алтайский край,Сельское поселение Анисимовский сельсовет,1482,,
Алтайский край,Сельское поселение Зайцевский сельсовет,698,,
Алтайский край,Сельское поселение Казанцевский сельсовет,327,,
Алтайский край,Сельское поселение Кашкарагаихинский сельсовет,1291,,
Алтайский край,Сельское поселение Курочкинский сельсовет,1079,,
Алтайский край,Сельское поселение Ларичихинский сельсовет,2565,,
Алтайский край,Сельское поселение Луговской сельсовет,1988,,
Алтайский край,Сельское поселение Лушниковский сельсовет,581,,
Алтайский край,Сельское поселение Новоозёрский сельсовет,5021,,
Алтайский край,Сельское поселение Новоперуновский сельсовет,1991,,
Алтайский край,Сельское поселение Новотроицкий сельсовет,913,,
Алтайский край,Сельское поселение Озёрский сельсовет,5257,,
Алтайский край,Сельское поселение Речкуновский сельсовет,278,,
Алтайский край,Сельское поселение Среднесибирский сельсовет,2035,,
Алтайский край,Сельское поселение Староперуновский сельсовет,596,,
Алтайский край,Сельское поселение Шадринцевский сельсовет,595,,
Алтайский край,Сельское поселение Шишкинский сельсовет,739,,
Алтайский край,Сельское поселение Антипинский сельсовет,1805,,
Алтайский край,Сельское поселение Новоиушинский сельсовет,365,,
Алтайский край,Сельское поселение Старотогульский сельсовет,1129,,
Алтайский край,Сельское поселение Тогульский сельсовет,4524,,
Алтайский край,Сельское поселение Топтушинский сельсовет,195,,
Алтайский край,Сельское поселение Белояровский сельсовет,699,,
Алтайский край,Сельское поселение Володарский сельсовет,767,,
Алтайский край,Сельское поселение Зиминский сельсовет,467,,
Алтайский край,Сельское поселение Кировский сельсовет,1430,,
Алтайский край,Сельское поселение Ключевский сельсовет,535,,
Алтайский край,Сельское поселение Красноярский сельсовет,371,,
Алтайский край,Сельское поселение Макарьевский сельсовет,701,,
Алтайский край,Сельское поселение Парфёновский сельсовет,1957,,
Алтайский край,Сельское поселение Переясловский сельсовет,888,,
Алтайский край,Сельское поселение Победимский сельсовет,1519,,
Алтайский край,Сельское поселение Покровский сельсовет,446,,
Алтайский край,Сельское поселение Сидоровский сельсовет,547,,
Алтайский край,Сельское поселение Топчихинский сельсовет,8732,,
Алтайский край,Сельское поселение Фунтиковский сельсовет,1291,,
Алтайский край,Сельское поселение Хабазинский сельсовет,483,,
Алтайский край,Сельское поселение Чаузовский сельсовет,327,,
Алтайский край,Сельское поселение Чистюньский сельсовет,1248,,
Алтайский край,Сельское поселение Екатерининский сельсовет,1469,,
Алтайский край,Сельское поселение Корболихинский сельсовет,1262,,
Алтайский край,Сельское поселение Новоалейский сельсовет,736,,
Алтайский край,Сельское поселение Первокаменский сельсовет,609,,
Алтайский край,Сельское поселение Плосковский сельсовет,733,,
Алтайский край,Сельское поселение Садовый сельсовет,1096,,
Алтайский край,Сельское поселение Староалейский сельсовет,4720,,
Алтайский край,Сельское поселение Третьяковский сельсовет,1999,,
Алтайский край,Сельское поселение Шипунихинский сельсовет,673,,
Алтайский край,Сельское поселение Беловский сельсовет,2315,,
Алтайский край,Сельское поселение Боровлянский сельсовет,1735,,
Алтайский край,Сельское поселение Гордеевский сельсовет,1714,,
Алтайский край,Сельское поселение Ереминский сельсовет,955,,
Алтайский край,Сельское поселение Заводской сельсовет,1588,,
Алтайский край,Сельское поселение Зеленополянский сельсовет,1170,,
Алтайский край,Сельское поселение Кипешинский сельсовет,512,,
Алтайский край,Сельское поселение Петровский сельсовет,1031,,
Алтайский край,Сельское поселение Троицкий сельсовет,9536,,
Алтайский край,Сельское поселение Хайрюзовский сельсовет,2523,,
Алтайский край,Сельское поселение Южаковский сельсовет,451,,
Алтайский край,Сельское поселение Андроновский сельсовет,463,,
Алтайский край,Сельское поселение Берёзовский сельсовет,1069,,
Алтайский край,Сельское поселение Вылковский сельсовет,1887,,
Алтайский край,Сельское поселение Грязновский сельсовет,442,,
Алтайский край,Сельское поселение Заводской сельсовет,614,,
Алтайский край,Сельское поселение Ключевской сельсовет,502,,
Алтайский край,Сельское поселение Королёвский сельсовет,555,,
Алтайский край,Сельское поселение Мезенцевский сельсовет,327,,
Алтайский край,Сельское поселение Новокарповский сельсовет,366,,
Алтайский край,Сельское поселение Тюменцевский сельсовет,5279,,
Алтайский край,Сельское поселение Урывский сельсовет,359,,
Алтайский край,Сельское поселение Черемшанский сельсовет,569,,
Алтайский край,Сельское поселение Шарчинский сельсовет,1738,,
Алтайский край,Сельское поселение Юдихинский сельсовет,481,,
Алтайский край,Сельское поселение Круглянский сельсовет,1008,,
Алтайский край,Сельское поселение Лаптевский сельсовет,1470,,
Алтайский край,Сельское поселение Мирненский сельсовет,827,,
Алтайский край,Сельское поселение Озёрно-Кузнецовский сельсовет,1533,,
Алтайский край,Сельское поселение Павловский сельсовет,1172,,
Алтайский край,Сельское поселение Симоновский сельсовет,930,,
Алтайский край,Сельское поселение Тополинский сельсовет,989,,
Алтайский край,Сельское поселение Угловский сельсовет,4667,,
Алтайский край,Сельское поселение Шадрухинский сельсовет,550,,
Алтайский край,Сельское поселение Кабановский сельсовет,1405,,
Алтайский край,Сельское поселение Михайловский сельсовет,1707,,
Алтайский край,Сельское поселение Новобурановский сельсовет,754,,
Алтайский край,Сельское поселение Новокалманский сельсовет,577,,
Алтайский край,Сельское поселение Огнёвский сельсовет,1156,,
Алтайский край,Сельское поселение Пономарёвский сельсовет,485,,
Алтайский край,Сельское поселение Приозёрный сельсовет,544,,
Алтайский край,Сельское поселение Усть-Калманский сельсовет,6401,,
Алтайский край,Сельское поселение Чарышский сельсовет,1419,,
Алтайский край,Сельское поселение Беловский сельсовет,186,,
Алтайский край,Сельское поселение Брусенцевский сельсовет,710,,
Алтайский край,Сельское поселение Вяткинский сельсовет,743,,
Алтайский край,Сельское поселение Елбанский сельсовет,689,,
Алтайский край,Сельское поселение Клепиковский сельсовет,409,,
Алтайский край,Сельское поселение Коробейниковский сельсовет,1116,,
Алтайский край,Сельское поселение Краснодарский сельсовет,469,,
Алтайский край,Сельское поселение Красноярский сельсовет,1033,,
Алтайский край,Сельское поселение Нижнегусихинский сельсовет,689,,
Алтайский край,Сельское поселение Нижнеозернинский сельсовет,668,,
Алтайский край,Сельское поселение Троицкий сельсовет,456,,
Алтайский край,Сельское поселение Усть-Пристанский сельсовет,4795,,
Алтайский край,Сельское поселение Чеканихинский сельсовет,190,,
Алтайский край,Сельское поселение Зятьково-Реченский сельсовет,751,,
Алтайский край,Сельское поселение Коротоякский сельсовет,1977,,
Алтайский край,Сельское поселение Мартовский сельсовет,1245,,
Алтайский край,Сельское поселение Мичуринский сельсовет,1206,,
