,region_name,value,oktmo,in_program
62876,Омская область,10897.0,52634151,False
62883,Омская область,1387.0,52634402,False
62890,Омская область,1760.0,52634404,False
62897,Омская область,759.0,52634407,False
62904,Омская область,1202.0,52634410,False
62911,Омская область,407.0,52634413,False
62918,Омская область,573.0,52634416,False
62925,Омская область,887.0,52634417,False
62932,Омская область,283.0,52634419,False
62939,Омская область,757.0,52634422,False
62946,Омская область,1199.0,52634425,False
62953,Омская область,1144.0,52634428,False
62960,Омская область,404.0,52634431,False
62967,Омская область,599.0,52634434,False
62974,Омская область,379.0,52634440,False
62981,Омская область,11471.0,52636101,False
62988,Омская область,425.0,52636401,False
62995,Омская область,828.0,52636402,False
63002,Омская область,732.0,52636404,False
63009,Омская область,983.0,52636407,False
63016,Омская область,484.0,52636410,False
63023,Омская область,586.0,52636413,False
63030,Омская область,927.0,52636416,False
63037,Омская область,552.0,52636419,False
63044,Омская область,1268.0,52636422,False
63051,Омская область,506.0,52636425,False
63058,Омская область,422.0,52636426,False
63065,Омская область,1069.0,52636428,False
63072,Омская область,392.0,52636429,False
63079,Омская область,689.0,52636431,False
63086,Омская область,994.0,52636434,False
63093,Омская область,801.0,52639402,False
63100,Омская область,718.0,52639406,False
63107,Омская область,5190.0,52639407,False
63114,Омская область,752.0,52639410,False
63121,Омская область,882.0,52639413,False
63128,Омская область,1043.0,52639416,False
63135,Омская область,842.0,52639418,False
63142,Омская область,957.0,52639419,False
63149,Омская область,1312.0,52639422,False
63156,Омская область,1299.0,52639425,False
63163,Омская область,1143.0,52639428,False
63170,Омская область,6348.0,52641151,False
63177,Омская область,3569.0,52641152,False
63184,Омская область,1050.0,52641402,False
63191,Омская область,2416.0,52641404,False
63198,Омская область,1327.0,52641407,False
63205,Омская область,987.0,52641408,False
63212,Омская область,1234.0,52641409,False
63219,Омская область,1977.0,52641413,False
63226,Омская область,1298.0,52641415,False
63233,Омская область,1904.0,52641416,False
63240,Омская область,1222.0,52641440,False
63247,Омская область,1036.0,52642402,False
63254,Омская область,873.0,52642403,False
63261,Омская область,1102.0,52642404,False
63268,Омская область,790.0,52642405,False
63275,Омская область,2100.0,52642407,False
63282,Омская область,2705.0,52642410,False
63289,Омская область,6480.0,52642413,False
63296,Омская область,1340.0,52642416,False
63303,Омская область,1108.0,52642417,False
63310,Омская область,5136.0,52643151,False
63317,Омская область,872.0,52643402,False
63324,Омская область,1671.0,52643404,False
63331,Омская область,732.0,52643407,False
63338,Омская область,968.0,52643410,False
63345,Омская область,672.0,52643411,False
63352,Омская область,1762.0,52643413,False
63359,Омская область,918.0,52643419,False
63366,Омская область,1241.0,52643422,False
63373,Омская область,1808.0,52644153,False
63380,Омская область,2713.0,52644402,False
63387,Омская область,3655.0,52644404,False
63394,Омская область,4731.0,52644407,False
63401,Омская область,7908.0,52644413,False
63408,Омская область,3752.0,52644416,False
63415,Омская область,2267.0,52644419,False
63422,Омская область,5190.0,52644421,False
63429,Омская область,3282.0,52644422,False
63436,Омская область,5321.0,52644425,False
63443,Омская область,13247.0,52644428,False
63450,Омская область,3259.0,52644429,False
63457,Омская область,4353.0,52644430,False
63464,Омская область,2779.0,52644431,False
63471,Омская область,6685.0,52644433,False
63478,Омская область,1846.0,52644434,False
63485,Омская область,2347.0,52644435,False
63492,Омская область,2902.0,52644437,False
63499,Омская область,1856.0,52644440,False
63506,Омская область,3682.0,52644443,False
63513,Омская область,5618.0,52644444,False
63520,Омская область,6211.0,52644449,False
63527,Омская область,2609.0,52644452,False
63534,Омская область,2185.0,52644455,False
63541,Омская область,7176.0,52646151,False
63548,Омская область,998.0,52646401,False
63555,Омская область,1462.0,52646402,False
63562,Омская область,856.0,52646403,False
63569,Омская область,1337.0,52646406,False
63576,Омская область,1100.0,52646407,False
63583,Омская область,1309.0,52646412,False
63590,Омская область,1712.0,52646413,False
63597,Омская область,1964.0,52646416,False
63604,Омская область,1373.0,52646419,False
63611,Омская область,7068.0,52648151,False
63618,Омская область,2080.0,52648402,False
63625,Омская область,1726.0,52648403,False
63632,Омская область,2067.0,52648404,False
63639,Омская область,1907.0,52648405,False
63646,Омская область,1319.0,52648406,False
63653,Омская область,1523.0,52648408,False
63660,Омская область,2142.0,52648410,False
63667,Омская область,1662.0,52648416,False
63674,Омская область,6100.0,52650151,False
63681,Омская область,1323.0,52650402,False
63688,Омская область,1601.0,52650403,False
63695,Омская область,882.0,52650404,False
63702,Омская область,1100.0,52650407,False
63709,Омская область,994.0,52650410,False
63716,Омская область,1617.0,52650413,False
63723,Омская область,1158.0,52650419,False
63730,Омская область,1133.0,52650422,False
63737,Омская область,1199.0,52650425,False
63744,Омская область,1189.0,52650428,False
63751,Омская область,8413.0,52651151,False
63758,Омская область,1836.0,52651402,False
63765,Омская область,1730.0,52651404,False
63772,Омская область,1165.0,52651405,False
63779,Омская область,1460.0,52651407,False
63786,Омская область,1740.0,52651410,False
63793,Омская область,846.0,52651412,False
63800,Омская область,1199.0,52651413,False
63807,Омская область,1049.0,52651416,False
63814,Омская область,211.0,52652402,False
63821,Омская область,704.0,52652404,False
63828,Омская область,525.0,52652407,False
63835,Омская область,269.0,52652410,False
63842,Омская область,1108.0,52652413,False
63849,Омская область,589.0,52652416,False
63856,Омская область,526.0,52652419,False
63863,Омская область,471.0,52652422,False
63870,Омская область,151.0,52652425,False
63877,Омская область,5779.0,52652427,False
63884,Омская область,341.0,52652431,False
63891,Омская область,13549.0,52653151,False
63898,Омская область,1671.0,52653407,False
63905,Омская область,2213.0,52653408,False
63912,Омская область,1423.0,52653409,False
63919,Омская область,1960.0,52653410,False
63926,Омская область,2073.0,52653413,False
63933,Омская область,3442.0,52653416,False
63940,Омская область,1515.0,52653419,False
63947,Омская область,2371.0,52653422,False
63954,Омская область,4053.0,52653425,False
63961,Омская область,2097.0,52653428,False
63968,Омская область,27926.0,52654101,False
63975,Омская область,1570.0,52654401,False
63982,Омская область,1023.0,52654402,False
63989,Омская область,706.0,52654404,False
63996,Омская область,549.0,52654407,False
64003,Омская область,524.0,52654410,False
64010,Омская область,412.0,52654413,False
64017,Омская область,2232.0,52654416,False
64024,Омская область,505.0,52654419,False
64031,Омская область,288.0,52654422,False
64038,Омская область,1478.0,52654428,False
64045,Омская область,853.0,52654431,False
64052,Омская область,1107.0,52654434,False
64059,Омская область,394.0,52654437,False
64066,Омская область,595.0,52654440,False
64073,Омская область,472.0,52654443,False
64080,Омская область,1639.0,52654446,False
64087,Омская область,1138.0,52654449,False
64094,Омская область,227.0,52654450,False
64101,Омская область,287.0,52654451,False
64108,Омская область,1007.0,52654452,False
64115,Омская область,902.0,52654456,False
64122,Омская область,6726.0,52655151,False
64129,Омская область,166.0,52655402,False
64136,Омская область,1030.0,52655404,False
64143,Омская область,445.0,52655405,False
64150,Омская область,374.0,52655407,False
64157,Омская область,184.0,52655410,False
64164,Омская область,389.0,52655413,False
64171,Омская область,802.0,52655416,False
64178,Омская область,678.0,52655419,False
64185,Омская область,256.0,52655420,False
64192,Омская область,811.0,52655422,False
64199,Омская область,740.0,52655428,False
64206,Омская область,1020.0,52655431,False
64213,Омская область,982.0,52655437,False
64220,Омская область,10695.0,52656101,False
64227,Омская область,1337.0,52656402,False
64234,Омская область,987.0,52656403,False
64241,Омская область,601.0,52656404,False
64248,Омская область,830.0,52656406,False
64255,Омская область,983.0,52656408,False
64262,Омская область,766.0,52656410,False
64269,Омская область,1027.0,52656413,False
64276,Омская область,706.0,52656419,False
64283,Омская область,801.0,52656422,False
64290,Омская область,591.0,52656425,False
64297,Омская область,937.0,52656428,False
64304,Омская область,1223.0,52656431,False
64311,Омская область,785.0,52656433,False
64318,Омская область,965.0,52656434,False
64325,Омская область,695.0,52656437,False
64332,Омская область,859.0,52656440,False
64339,Омская область,1396.0,52657402,False
64346,Омская область,372.0,52657404,False
64353,Омская область,214.0,52657407,False
64360,Омская область,235.0,52657410,False
64367,Омская область,745.0,52657413,False
64374,Омская область,329.0,52657416,False
64381,Омская область,402.0,52657419,False
64388,Омская область,468.0,52657422,False
64395,Омская область,1157.0,52657425,False
64402,Омская область,314.0,52657428,False
64409,Омская область,5323.0,52657432,False
64416,Омская область,690.0,52657435,False
64423,Омская область,627.0,52657438,False
64430,Омская область,10747.0,52658151,False
64437,Омская область,2763.0,52658402,False
64444,Омская область,2157.0,52658404,False
64451,Омская область,3668.0,52658407,False
64458,Омская область,1711.0,52658410,False
64465,Омская область,312.0,52658416,False
64472,Омская область,284.0,52658419,False
64479,Омская область,1273.0,52658422,False
64486,Омская область,3114.0,52658425,False
64493,Омская область,1983.0,52658429,False
64500,Омская область,1684.0,52658431,False
64507,Омская область,6756.0,52659151,False
64514,Омская область,883.0,52659403,False
64521,Омская область,1715.0,52659404,False
64528,Омская область,2242.0,52659407,False
64535,Омская область,1814.0,52659410,False
64542,Омская область,1394.0,52659414,False
64549,Омская область,1693.0,52659416,False
64556,Омская область,1372.0,52659419,False
64563,Омская область,1310.0,52659422,False
64570,Омская область,1454.0,52659425,False
64577,Омская область,1166092.0,52701000,False
64583,Оренбургская область,19468.0,53603101,False
64588,Оренбургская область,573.0,53603402,False
64591,Оренбургская область,814.0,53603407,False
64594,Оренбургская область,398.0,53603416,False
64597,Оренбургская область,477.0,53603419,False
64600,Оренбургская область,270.0,53603425,False
64603,Оренбургская область,537.0,53603428,False
64606,Оренбургская область,274.0,53603431,False
64609,Оренбургская область,848.0,53603434,False
64612,Оренбургская область,284.0,53603437,False
64615,Оренбургская область,888.0,53603443,False
64618,Оренбургская область,497.0,53603449,False
64621,Оренбургская область,450.0,53603455,False
64624,Оренбургская область,918.0,53603458,False
64627,Оренбургская область,1447.0,53603461,False
64630,Оренбургская область,28143.0,53603000,False
64633,Оренбургская область,9706.0,53604401,False
64639,Оренбургская область,1406.0,53604402,False
64645,Оренбургская область,1377.0,53604404,False
64651,Оренбургская область,1560.0,53604410,False
64657,Оренбургская область,1484.0,53604416,False
64663,Оренбургская область,1804.0,53604419,False
64669,Оренбургская область,684.0,53604422,False
64676,Оренбургская область,1102.0,53604425,False
64682,Оренбургская область,2808.0,53604428,False
64688,Оренбургская область,2069.0,53604440,False
64694,Оренбургская область,956.0,53604450,False
64700,Оренбургская область,24956.0,53604000,False
64706,Оренбургская область,14869.0,53605401,False
64712,Оренбургская область,759.0,53605402,False
64718,Оренбургская область,407.0,53605404,False
64724,Оренбургская область,884.0,53605407,False
64730,Оренбургская область,690.0,53605410,False
64736,Оренбургская область,823.0,53605413,False
64743,Оренбургская область,918.0,53605419,False
64749,Оренбургская область,573.0,53605421,False
64755,Оренбургская область,848.0,53605422,False
64761,Оренбургская область,496.0,53605425,False
64767,Оренбургская область,1217.0,53605428,False
64773,Оренбургская область,535.0,53605431,False
64779,Оренбургская область,259.0,53605432,False
64785,Оренбургская область,688.0,53605434,False
64791,Оренбургская область,626.0,53605437,False
64797,Оренбургская область,802.0,53605440,False
64803,Оренбургская область,25394.0,53605000,False
64809,Оренбургская область,4467.0,53606402,False
64815,Оренбургская область,517.0,53606404,False
64821,Оренбургская область,799.0,53606410,False
64827,Оренбургская область,2106.0,53606413,False
64833,Оренбургская область,720.0,53606416,False
64839,Оренбургская область,707.0,53606419,False
64845,Оренбургская область,738.0,53606422,False
64851,Оренбургская область,648.0,53606425,False
64857,Оренбургская область,736.0,53606431,False
64863,Оренбургская область,583.0,53606434,False
64869,Оренбургская область,612.0,53606437,False
64875,Оренбургская область,1462.0,53606440,False
64881,Оренбургская область,340.0,53606443,False
64887,Оренбургская область,636.0,53606445,False
64893,Оренбургская область,15071.0,53606000,False
64899,Оренбургская область,417.0,53607402,False
64905,Оренбургская область,239.0,53607404,False
64911,Оренбургская область,5373.0,53607407,False
64917,Оренбургская область,496.0,53607410,False
64923,Оренбургская область,451.0,53607413,False
64930,Оренбургская область,1820.0,53607416,False
64936,Оренбургская область,280.0,53607418,False
64942,Оренбургская область,587.0,53607419,False
64948,Оренбургская область,648.0,53607422,False
64954,Оренбургская область,702.0,53607425,False
64960,Оренбургская область,480.0,53607428,False
64966,Оренбургская область,446.0,53607431,False
64972,Оренбургская область,1172.0,53607434,False
64978,Оренбургская область,607.0,53607437,False
64984,Оренбургская область,1212.0,53607440,False
64990,Оренбургская область,560.0,53607443,False
64996,Оренбургская область,609.0,53607446,False
65002,Оренбургская область,638.0,53607448,False
65008,Оренбургская область,1803.0,53607449,False
65014,Оренбургская область,693.0,53607452,False
65020,Оренбургская область,19233.0,53607000,False
65026,Оренбургская область,1461.0,53610402,False
65032,Оренбургская область,5149.0,53610404,False
65038,Оренбургская область,1232.0,53610407,False
65044,Оренбургская область,1374.0,53610410,False
65050,Оренбургская область,897.0,53610416,False
65056,Оренбургская область,720.0,53610419,False
65062,Оренбургская область,390.0,53610420,False
65068,Оренбургская область,925.0,53610422,False
65074,Оренбургская область,1524.0,53610425,False
65080,Оренбургская область,2255.0,53610428,False
65086,Оренбургская область,500.0,53610431,False
65092,Оренбургская область,16427.0,53610000,False
65098,Оренбургская область,888.0,53611402,False
65104,Оренбургская область,1065.0,53611407,False
65110,Оренбургская область,816.0,53611409,False
65116,Оренбургская область,862.0,53611410,False
65122,Оренбургская область,2197.0,53611413,False
65128,Оренбургская область,1815.0,53611419,False
65135,Оренбургская область,656.0,53611425,False
65141,Оренбургская область,3832.0,53611431,False
65147,Оренбургская область,606.0,53611434,False
65153,Оренбургская область,758.0,53611436,False
65159,Оренбургская область,3142.0,53611443,False
65165,Оренбургская область,976.0,53611446,False
65171,Оренбургская область,498.0,53611455,False
65177,Оренбургская область,744.0,53611458,False
65183,Оренбургская область,18855.0,53611000,False
65189,Оренбургская область,469.0,53612402,False
65195,Оренбургская область,431.0,53612403,False
65202,Оренбургская область,983.0,53612407,False
65208,Оренбургская область,936.0,53612413,False
65214,Оренбургская область,521.0,53612417,False
65220,Оренбургская область,1230.0,53612419,False
65226,Оренбургская область,582.0,53612422,False
65232,Оренбургская область,554.0,53612425,False
65238,Оренбургская область,3778.0,53612427,False
65244,Оренбургская область,675.0,53612428,False
65250,Оренбургская область,4216.0,53612431,False
65256,Оренбургская область,447.0,53612434,False
65262,Оренбургская область,568.0,53612437,False
65268,Оренбургская область,803.0,53612439,False
65274,Оренбургская область,594.0,53612441,False
65280,Оренбургская область,2907.0,53612443,False
65286,Оренбургская область,457.0,53612446,False
65292,Оренбургская область,2429.0,53612449,False
65298,Оренбургская область,1142.0,53612452,False
65304,Оренбургская область,550.0,53612458,False
65310,Оренбургская область,886.0,53612461,False
65316,Оренбургская область,707.0,53612462,False
65322,Оренбургская область,660.0,53612464,False
65328,Оренбургская область,1599.0,53612467,False
65334,Оренбургская область,492.0,53612470,False
65340,Оренбургская область,665.0,53612473,False
65346,Оренбургская область,633.0,53612476,False
65352,Оренбургская область,756.0,53612480,False
65358,Оренбургская область,30670.0,53612000,False
65364,Оренбургская область,396.0,53614402,False
65367,Оренбургская область,1614.0,53614403,False
65370,Оренбургская область,1324.0,53614404,False
65373,Оренбургская область,1222.0,53614407,False
65376,Оренбургская область,1481.0,53614413,False
65379,Оренбургская область,580.0,53614415,False
65382,Оренбургская область,738.0,53614419,False
65385,Оренбургская область,2208.0,53614440,False
65388,Оренбургская область,9563.0,53614000,False
65391,Оренбургская область,614.0,53615402,False
65397,Оренбургская область,526.0,53615404,False
65403,Оренбургская область,5874.0,53615406,False
65409,Оренбургская область,527.0,53615408,False
65415,Оренбургская область,586.0,53615410,False
65421,Оренбургская область,604.0,53615413,False
65427,Оренбургская область,1149.0,53615416,False
65433,Оренбургская область,300.0,53615419,False
65439,Оренбургская область,642.0,53615422,False
65445,Оренбургская область,679.0,53615425,False
65451,Оренбургская область,725.0,53615431,False
65458,Оренбургская область,428.0,53615437,False
65464,Оренбургская область,12654.0,53615000,False
65470,Оренбургская область,1633.0,53617404,False
65476,Оренбургская область,2204.0,53617407,False
65482,Оренбургская область,9302.0,53617408,False
65489,Оренбургская область,364.0,53617412,False
65495,Оренбургская область,856.0,53617413,False
65501,Оренбургская область,879.0,53617419,False
65507,Оренбургская область,15238.0,53617000,False
65513,Оренбургская область,1240.0,53619402,False
65519,Оренбургская область,586.0,53619404,False
65525,Оренбургская область,9996.0,53619407,False
65531,Оренбургская область,2454.0,53619410,False
65537,Оренбургская область,788.0,53619416,False
65543,Оренбургская область,730.0,53619419,False
65549,Оренбургская область,1520.0,53619422,False
65555,Оренбургская область,973.0,53619425,False
65561,Оренбургская область,491.0,53619427,False
65567,Оренбургская область,1276.0,53619428,False
65573,Оренбургская область,741.0,53619431,False
65579,Оренбургская область,770.0,53619434,False
65585,Оренбургская область,1833.0,53619437,False
65591,Оренбургская область,596.0,53619440,False
65597,Оренбургская область,669.0,53619445,False
65603,Оренбургская область,24663.0,53619000,False
65610,Оренбургская область,1575.0,53622402,False
65616,Оренбургская область,1576.0,53622404,False
65623,Оренбургская область,4930.0,53622410,False
65629,Оренбургская область,1104.0,53622413,False
65635,Оренбургская область,1031.0,53622416,False
65641,Оренбургская область,2987.0,53622417,False
65647,Оренбургская область,520.0,53622419,False
65653,Оренбургская область,844.0,53622422,False
65660,Оренбургская область,511.0,53622428,False
65666,Оренбургская область,1279.0,53622431,False
65672,Оренбургская область,809.0,53622434,False
65678,Оренбургская область,17166.0,53622000,False
65684,Оренбургская область,479.0,53623402,False
65690,Оренбургская область,355.0,53623404,False
65696,Оренбургская область,1004.0,53623410,False
65702,Оренбургская область,870.0,53623416,False
65708,Оренбургская область,331.0,53623419,False
65714,Оренбургская область,435.0,53623422,False
65720,Оренбургская область,6346.0,53623424,False
65726,Оренбургская область,3307.0,53623425,False
65732,Оренбургская область,773.0,53623428,False
65738,Оренбургская область,1360.0,53623431,False
65744,Оренбургская область,1147.0,53623434,False
65750,Оренбургская область,826.0,53623437,False
65756,Оренбургская область,385.0,53623440,False
65762,Оренбургская область,1345.0,53623443,False
65768,Оренбургская область,1011.0,53623446,False
65774,Оренбургская область,19974.0,53623000,False
65780,Оренбургская область,24990.0,53624101,False
65785,Оренбургская область,2927.0,53624404,False
65788,Оренбургская область,1456.0,53624406,False
65791,Оренбургская область,1500.0,53624407,False
65794,Оренбургская область,1049.0,53624410,False
65797,Оренбургская область,868.0,53624413,False
65800,Оренбургская область,993.0,53624416,False
65803,Оренбургская область,544.0,53624419,False
65806,Оренбургская область,712.0,53624420,False
65809,Оренбургская область,788.0,53624422,False
65812,Оренбургская область,248.0,53624425,False
65815,Оренбургская область,1585.0,53624428,False
65818,Оренбургская область,608.0,53624431,False
65821,Оренбургская область,1369.0,53624434,False
65824,Оренбургская область,881.0,53624438,False
65827,Оренбургская область,537.0,53624440,False
65830,Оренбургская область,738.0,53624446,False
65833,Оренбургская область,839.0,53624452,False
65836,Оренбургская область,643.0,53624455,False
65839,Оренбургская область,43275.0,53624000,False
65842,Оренбургская область,1489.0,53625402,False
65849,Оренбургская область,633.0,53625407,False
65855,Оренбургская область,923.0,53625410,False
65861,Оренбургская область,326.0,53625413,False
65867,Оренбургская область,318.0,53625416,False
65873,Оренбургская область,1245.0,53625422,False
65879,Оренбургская область,855.0,53625425,False
65885,Оренбургская область,636.0,53625428,False
65891,Оренбургская область,4479.0,53625431,False
65897,Оренбургская область,653.0,53625434,False
65903,Оренбургская область,2425.0,53625437,False
65909,Оренбургская область,449.0,53625440,False
65915,Оренбургская область,859.0,53625446,False
65921,Оренбургская область,452.0,53625449,False
65927,Оренбургская область,1069.0,53625455,False
65934,Оренбургская область,16811.0,53625000,False
65942,Оренбургская область,587.0,53627404,False
65948,Оренбургская область,1438.0,53627407,False
65954,Оренбургская область,372.0,53627410,False
65960,Оренбургская область,328.0,53627411,False
65966,Оренбургская область,3089.0,53627413,False
65972,Оренбургская область,376.0,53627416,False
65978,Оренбургская область,814.0,53627419,False
65984,Оренбургская область,331.0,53627422,False
65990,Оренбургская область,415.0,53627425,False
65996,Оренбургская область,1623.0,53627428,False
66002,Оренбургская область,692.0,53627430,False
66008,Оренбургская область,562.0,53627431,False
66014,Оренбургская область,428.0,53627432,False
66020,Оренбургская область,510.0,53627434,False
66026,Оренбургская область,11565.0,53627000,False
66032,Оренбургская область,1181.0,53630402,False
66038,Оренбургская область,1249.0,53630404,False
66044,Оренбургская область,1023.0,53630406,False
66050,Оренбургская область,832.0,53630408,False
66056,Оренбургская область,1790.0,53630413,False
66062,Оренбургская область,12489.0,53630414,False
66068,Оренбургская область,1668.0,53630415,False
66074,Оренбургская область,802.0,53630419,False
66080,Оренбургская область,7420.0,53630440,False
66086,Оренбургская область,28454.0,53630000,False
66092,Оренбургская область,880.0,53631402,False
66098,Оренбургская область,497.0,53631403,False
66104,Оренбургская область,866.0,53631404,False
66110,Оренбургская область,543.0,53631410,False
66116,Оренбургская область,1121.0,53631413,False
66122,Оренбургская область,1273.0,53631416,False
66128,Оренбургская область,529.0,53631419,False
66134,Оренбургская область,1082.0,53631422,False
66140,Оренбургская область,1322.0,53631428,False
66146,Оренбургская область,812.0,53631431,False
66152,Оренбургская область,14570.0,53631432,False
66158,Оренбургская область,1506.0,53631434,False
66164,Оренбургская область,3474.0,53631437,False
66170,Оренбургская область,896.0,53631440,False
66176,Оренбургская область,1128.0,53631443,False
66182,Оренбургская область,815.0,53631446,False
66188,Оренбургская область,1290.0,53631449,False
66194,Оренбургская область,1593.0,53631452,False
66200,Оренбургская область,1356.0,53631455,False
66206,Оренбургская область,35553.0,53631000,False
66212,Оренбургская область,721.0,53633402,False
66218,Оренбургская область,1016.0,53633404,False
66224,Оренбургская область,508.0,53633407,False
66230,Оренбургская область,429.0,53633413,False
66236,Оренбургская область,1262.0,53633416,False
66242,Оренбургская область,423.0,53633419,False
66248,Оренбургская область,1723.0,53633422,False
66254,Оренбургская область,1410.0,53633428,False
66260,Оренбургская область,1468.0,53633431,False
66266,Оренбургская область,960.0,53633434,False
66272,Оренбургская область,434.0,53633437,False
66278,Оренбургская область,8218.0,53633440,False
66284,Оренбургская область,596.0,53633443,False
66290,Оренбургская область,688.0,53633446,False
66297,Оренбургская область,19856.0,53633000,False
66303,Оренбургская область,679.0,53634402,False
66309,Оренбургская область,1146.0,53634404,False
66315,Оренбургская область,1321.0,53634405,False
66321,Оренбургская область,2009.0,53634406,False
66327,Оренбургская область,2436.0,53634407,False
66333,Оренбургская область,1662.0,53634413,False
66339,Оренбургская область,1160.0,53634416,False
66345,Оренбургская область,664.0,53634419,False
66351,Оренбургская область,3148.0,53634422,False
66357,Оренбургская область,1670.0,53634425,False
66363,Оренбургская область,3000.0,53634428,False
66369,Оренбургская область,4704.0,53634431,False
66375,Оренбургская область,1824.0,53634432,False
66381,Оренбургская область,7004.0,53634434,False
66387,Оренбургская область,4075.0,53634437,False
66393,Оренбургская область,1167.0,53634440,False
66399,Оренбургская область,7388.0,53634445,False
66405,Оренбургская область,7150.0,53634446,False
66411,Оренбургская область,5229.0,53634448,False
66417,Оренбургская область,2054.0,53634449,False
66423,Оренбургская область,629.0,53634450,False
66429,Оренбургская область,1405.0,53634452,False
66435,Оренбургская область,756.0,53634454,False
66441,Оренбургская область,1978.0,53634455,False
66447,Оренбургская область,2109.0,53634456,False
66453,Оренбургская область,786.0,53634457,False
66459,Оренбургская область,4757.0,53634458,False
66465,Оренбургская область,1539.0,53634461,False
66471,Оренбургская область,1994.0,53634464,False
66477,Оренбургская область,2821.0,53634468,False
66483,Оренбургская область,2399.0,53634470,False
66489,Оренбургская область,80663.0,53634000,False
66495,Оренбургская область,3212.0,53636402,False
66501,Оренбургская область,1144.0,53636404,False
66507,Оренбургская область,1206.0,53636408,False
66513,Оренбургская область,1351.0,53636411,False
66519,Оренбургская область,828.0,53636413,False
66525,Оренбургская область,6631.0,53636415,False
66531,Оренбургская область,930.0,53636416,False
66537,Оренбургская область,589.0,53636417,False
66543,Оренбургская область,1372.0,53636419,False
66549,Оренбургская область,879.0,53636422,False
66555,Оренбургская область,1579.0,53636425,False
66561,Оренбургская область,781.0,53636428,False
66567,Оренбургская область,431.0,53636429,False
66570,Оренбургская область,1515.0,53636431,False
66576,Оренбургская область,1714.0,53636434,False
66582,Оренбургская область,751.0,53636437,False
66588,Оренбургская область,24913.0,53636000,False
66594,Оренбургская область,292.0,53637402,False
66596,Оренбургская область,724.0,53637404,False
66602,Оренбургская область,975.0,53637407,False
66608,Оренбургская область,848.0,53637410,False
66614,Оренбургская область,743.0,53637411,False
66620,Оренбургская область,820.0,53637416,False
66626,Оренбургская область,1309.0,53637419,False
66632,Оренбургская область,1402.0,53637420,False
66638,Оренбургская область,937.0,53637422,False
66644,Оренбургская область,9745.0,53637424,False
66650,Оренбургская область,1603.0,53637425,False
66656,Оренбургская область,1540.0,53637428,False
66662,Оренбургская область,1062.0,53637431,False
66668,Оренбургская область,305.0,53637432,False
66670,Оренбургская область,1781.0,53637434,False
66676,Оренбургская область,574.0,53637437,False
66682,Оренбургская область,1366.0,53637440,False
66688,Оренбургская область,913.0,53637443,False
66694,Оренбургская область,528.0,53637446,False
66700,Оренбургская область,27467.0,53637000,False
66707,Оренбургская область,360.0,53638403,False
66713,Оренбургская область,643.0,53638404,False
66719,Оренбургская область,727.0,53638405,False
66725,Оренбургская область,789.0,53638406,False
66731,Оренбургская область,458.0,53638407,False
66737,Оренбургская область,442.0,53638410,False
66743,Оренбургская область,280.0,53638413,False
66749,Оренбургская область,1606.0,53638416,False
66755,Оренбургская область,447.0,53638419,False
66761,Оренбургская область,5124.0,53638422,False
66767,Оренбургская область,765.0,53638425,False
66773,Оренбургская область,337.0,53638428,False
66779,Оренбургская область,347.0,53638431,False
66785,Оренбургская область,1547.0,53638434,False
66791,Оренбургская область,876.0,53638437,False
66797,Оренбургская область,14748.0,53638000,False
66803,Оренбургская область,799.0,53640402,False
66809,Оренбургская область,1840.0,53640404,False
66815,Оренбургская область,861.0,53640407,False
66821,Оренбургская область,1560.0,53640410,False
66827,Оренбургская область,1500.0,53640411,False
66833,Оренбургская область,860.0,53640413,False
66839,Оренбургская область,455.0,53640416,False
66845,Оренбургская область,4266.0,53640417,False
66851,Оренбургская область,870.0,53640419,False
66857,Оренбургская область,1718.0,53640422,False
66863,Оренбургская область,5064.0,53640425,False
66869,Оренбургская область,3319.0,53640428,False
66876,Оренбургская область,4089.0,53640434,False
66882,Оренбургская область,550.0,53640437,False
66888,Оренбургская область,1583.0,53640440,False
66894,Оренбургская область,29334.0,53640000,False
66900,Оренбургская область,532.0,53641402,False
66906,Оренбургская область,681.0,53641404,False
66912,Оренбургская область,1393.0,53641407,False
66918,Оренбургская область,1564.0,53641410,False
66924,Оренбургская область,745.0,53641413,False
66930,Оренбургская область,2142.0,53641416,False
66936,Оренбургская область,937.0,53641419,False
66942,Оренбургская область,296.0,53641422,False
66948,Оренбургская область,553.0,53641425,False
66954,Оренбургская область,226.0,53641427,False
66957,Оренбургская область,1269.0,53641428,False
66963,Оренбургская область,570.0,53641431,False
66969,Оренбургская область,2526.0,53641434,False
66975,Оренбургская область,1226.0,53641440,False
66981,Оренбургская область,702.0,53641443,False
66987,Оренбургская область,17635.0,53641444,False
66993,Оренбургская область,381.0,53641446,False
66999,Оренбургская область,844.0,53641449,False
67005,Оренбургская область,2351.0,53641452,False
67011,Оренбургская область,3715.0,53641455,False
67017,Оренбургская область,40288.0,53641000,False
67023,Оренбургская область,511.0,53642402,False
67029,Оренбургская область,624.0,53642407,False
67035,Оренбургская область,604.0,53642410,False
67041,Оренбургская область,301.0,53642413,False
67047,Оренбургская область,635.0,53642416,False
67053,Оренбургская область,7796.0,53642418,False
67059,Оренбургская область,493.0,53642419,False
67065,Оренбургская область,620.0,53642422,False
67071,Оренбургская область,791.0,53642425,False
67077,Оренбургская область,509.0,53642428,False
67079,Оренбургская область,12884.0,53642000,False
67085,Оренбургская область,608.0,53643402,False
