,region_name,value,oktmo,in_program
103666,Республика Тыва,12608.0,93610000,False
103673,Республика Тыва,9030.0,93615101,False
103680,Республика Тыва,19524.0,93615000,False
103687,Республика Тыва,12154.0,93620000,False
103694,Республика Тыва,16027.0,93622151,False
103701,Республика Тыва,29057.0,93622000,False
103708,Республика Тыва,5723.0,93625000,False
103715,Республика Тыва,6817.0,93630000,False
103722,Республика Тыва,5581.0,93635101,False
103729,Республика Тыва,9853.0,93635000,False
103736,Республика Тыва,7933.0,93638000,False
103743,Республика Тыва,12968.0,93640000,False
103750,Республика Тыва,1852.0,93643000,False
103757,Республика Тыва,8261.0,93645000,False
103764,Республика Тыва,6200.0,93650000,False
103771,Республика Тыва,10905.0,93654101,False
103778,Республика Тыва,18813.0,93654000,False
103785,Республика Тыва,6028.0,93656000,False
103792,Республика Тыва,7639.0,93657000,False
103799,Республика Тыва,8286.0,93658000,False
103806,Республика Тыва,127556.0,93700000,False
103813,Республика Тыва,113986.0,93701000,False
103820,Республика Тыва,13570.0,93703000,False
103827,Удмуртская Республика,1517050.0,94000000,False
103834,Удмуртская Республика,19355.0,94602000,False
103841,Удмуртская Республика,32810.0,94604000,False
103848,Удмуртская Республика,15761.0,94606000,False
103855,Удмуртская Республика,24690.0,94608000,False
103862,Удмуртская Республика,17604.0,94610000,False
103869,Удмуртская Республика,8743.0,94612000,False
103876,Удмуртская Республика,12283.0,94614000,False
103883,Удмуртская Республика,67204.0,94616000,False
103890,Удмуртская Республика,37392.0,94618000,False
103897,Удмуртская Республика,17316.0,94620000,False
103904,Удмуртская Республика,11614.0,94622000,False
103911,Удмуртская Республика,21383.0,94624000,False
103918,Удмуртская Республика,19432.0,94626000,False
103925,Удмуртская Республика,9889.0,94628000,False
103932,Удмуртская Республика,9545.0,94630000,False
103939,Удмуртская Республика,33299.0,94633000,False
103946,Удмуртская Республика,27857.0,94635000,False
103953,Удмуртская Республика,24506.0,94637000,False
103960,Удмуртская Республика,11001.0,94639000,False
103967,Удмуртская Республика,13038.0,94641000,False
103974,Удмуртская Республика,38517.0,94644000,False
103981,Удмуртская Республика,18921.0,94646000,False
103988,Удмуртская Республика,9195.0,94648000,False
103995,Удмуртская Республика,21501.0,94650000,False
104002,Удмуртская Республика,14221.0,94652000,False
104009,Удмуртская Республика,637309.0,94701000,False
104016,Удмуртская Республика,98045.0,94710000,False
104023,Удмуртская Республика,94909.0,94720000,False
104030,Удмуртская Республика,49841.0,94730000,False
104037,Удмуртская Республика,99869.0,94740000,False
104044,Республика Хакасия,25926.0,95605000,False
104051,Республика Хакасия,9673.0,95608100,False
104058,Республика Хакасия,4901.0,95608151,False
104065,Республика Хакасия,1189.0,95608165,False
104072,Республика Хакасия,3583.0,95608169,False
104079,Республика Хакасия,39497.0,95608000,False
104086,Республика Хакасия,18703.0,95612000,False
104093,Республика Хакасия,15070.0,95615000,False
104100,Республика Хакасия,12049.0,95620000,False
104107,Республика Хакасия,15847.0,95625000,False
104114,Республика Хакасия,15401.0,95630100,False
104121,Республика Хакасия,15401.0,95630151,False
104128,Республика Хакасия,40904.0,95630000,False
104139,Республика Хакасия,27487.0,95635000,False
104146,Республика Хакасия,173205.0,95701000,False
104153,Республика Хакасия,16238.0,95702000,False
