,region_name,value,in_program,year
1028,Красноярский край,2819.0,False,2014
1029,Красноярский край,532.0,False,2014
1030,Красноярский край,2900.0,False,2014
1031,Красноярский край,1906.0,False,2014
1032,Красноярский край,1362.0,False,2014
1033,Красноярский край,1852.0,False,2014
1034,Красноярский край,1499.0,False,2014
1035,Красноярский край,722.0,False,2014
1036,Красноярский край,405.0,False,2014
1037,Красноярский край,965.0,True,2014
1038,Красноярский край,1390.0,False,2014
1039,Красноярский край,670.0,False,2014
1040,Красноярский край,1261.0,False,2014
1041,Красноярский край,582.0,False,2014
1042,Красноярский край,2127.0,False,2014
1043,Красноярский край,912.0,False,2014
1044,Красноярский край,1613.0,False,2014
1045,Красноярский край,647.0,False,2014
1046,Красноярский край,1538.0,False,2014
1047,Красноярский край,2700.0,False,2014
1048,Красноярский край,1588.0,False,2014
1049,Красноярский край,3564.0,False,2014
1050,Красноярский край,6818.0,False,2014
1051,Красноярский край,3175.0,False,2014
1052,Красноярский край,2869.0,False,2014
1053,Красноярский край,4160.0,False,2014
1054,Красноярский край,435.0,False,2014
1055,Красноярский край,212.0,False,2014
1056,Красноярский край,322.0,False,2014
1057,Красноярский край,228.0,False,2014
1058,Красноярский край,355.0,False,2014
1059,Красноярский край,422.0,False,2014
1060,Красноярский край,417.0,False,2014
1061,Красноярский край,293.0,False,2014
1062,Красноярский край,695.0,False,2014
1063,Красноярский край,431.0,False,2014
1064,Красноярский край,2849.0,True,2014
1065,Красноярский край,1534.0,False,2014
1066,Красноярский край,1234.0,False,2014
1067,Красноярский край,1297.0,False,2014
1068,Красноярский край,1423.0,False,2014
1069,Красноярский край,615.0,False,2014
1070,Красноярский край,1263.0,False,2014
1071,Красноярский край,11212.0,False,2014
1072,Красноярский край,2049.0,False,2014
1073,Красноярский край,719.0,False,2014
1074,Красноярский край,248.0,False,2014
1075,Красноярский край,751.0,False,2014
1076,Красноярский край,3390.0,False,2014
1077,Красноярский край,1955.0,False,2014
1078,Красноярский край,1700.0,False,2014
1079,Красноярский край,531.0,False,2014
1080,Красноярский край,1266.0,False,2014
1081,Красноярский край,5828.0,True,2014
1082,Красноярский край,1607.0,False,2014
1083,Красноярский край,2396.0,False,2014
1084,Красноярский край,6531.0,False,2014
1085,Красноярский край,739.0,False,2014
1086,Красноярский край,1567.0,False,2014
1087,Красноярский край,3062.0,False,2014
1088,Красноярский край,1034.0,False,2014
1089,Красноярский край,525.0,False,2014
1090,Красноярский край,1138.0,False,2014
1091,Красноярский край,757.0,False,2014
1092,Красноярский край,441.0,True,2014
1093,Красноярский край,499.0,False,2014
1094,Красноярский край,1677.0,False,2014
1095,Красноярский край,963.0,False,2014
1096,Красноярский край,1041.0,False,2014
1097,Красноярский край,992.0,False,2014
1098,Красноярский край,1125.0,False,2014
1099,Красноярский край,1789.0,False,2014
1100,Красноярский край,3866.0,False,2014
1101,Красноярский край,695.0,False,2014
1102,Красноярский край,265.0,True,2014
1103,Красноярский край,280.0,False,2014
1104,Красноярский край,535.0,False,2014
1105,Красноярский край,980.0,False,2014
1106,Красноярский край,313.0,False,2014
1107,Красноярский край,639.0,False,2014
1108,Красноярский край,227.0,False,2014
1109,Красноярский край,7850.0,False,2014
1110,Красноярский край,787.0,False,2014
1111,Красноярский край,1564.0,False,2014
1112,Красноярский край,1129.0,False,2014
1113,Красноярский край,953.0,True,2014
1114,Красноярский край,453.0,False,2014
1115,Красноярский край,473.0,False,2014
1116,Красноярский край,924.0,False,2014
1117,Красноярский край,3169.0,False,2014
1118,Красноярский край,3078.0,True,2014
1119,Красноярский край,764.0,False,2014
1120,Красноярский край,1552.0,False,2014
1121,Красноярский край,792.0,True,2014
1122,Красноярский край,2637.0,False,2014
1123,Красноярский край,1263.0,False,2014
1124,Красноярский край,5591.0,False,2014
1125,Красноярский край,856.0,False,2014
1126,Красноярский край,2512.0,False,2014
1127,Красноярский край,2219.0,False,2014
1128,Красноярский край,6540.0,False,2014
1129,Красноярский край,5692.0,False,2014
1130,Красноярский край,1641.0,False,2014
1131,Красноярский край,3050.0,False,2014
1132,Красноярский край,984.0,False,2014
1133,Красноярский край,293.0,False,2014
1134,Красноярский край,883.0,False,2014
1135,Красноярский край,847.0,False,2014
1136,Красноярский край,933.0,False,2014
1137,Красноярский край,599.0,False,2014
1138,Красноярский край,524.0,False,2014
1139,Красноярский край,301.0,True,2014
1140,Красноярский край,162.0,False,2014
1141,Красноярский край,316.0,False,2014
1142,Красноярский край,1184.0,False,2014
1143,Красноярский край,1314.0,False,2014
1144,Красноярский край,1723.0,False,2014
1145,Красноярский край,369.0,False,2014
1146,Красноярский край,570.0,False,2014
1147,Красноярский край,205.0,False,2014
1148,Красноярский край,633.0,False,2014
1149,Красноярский край,176.0,False,2014
1150,Красноярский край,1088.0,False,2014
1151,Красноярский край,615.0,False,2014
1152,Красноярский край,329.0,False,2014
1153,Красноярский край,740.0,False,2014
1154,Красноярский край,1584.0,False,2014
1155,Красноярский край,9273.0,False,2014
1156,Красноярский край,282.0,False,2014
1157,Красноярский край,1716.0,False,2014
1158,Красноярский край,735.0,False,2014
1159,Красноярский край,598.0,False,2014
1160,Красноярский край,438.0,False,2014
1161,Красноярский край,1102.0,False,2014
1162,Красноярский край,853.0,False,2014
1163,Красноярский край,527.0,False,2014
1164,Красноярский край,1108.0,False,2014
1165,Красноярский край,742.0,False,2014
1166,Красноярский край,584.0,False,2014
1167,Красноярский край,712.0,False,2014
1168,Красноярский край,1522.0,False,2014
1169,Красноярский край,5367.0,False,2014
1170,Красноярский край,490.0,False,2014
1171,Красноярский край,264.0,False,2014
1172,Красноярский край,454.0,False,2014
1173,Красноярский край,492.0,False,2014
1174,Красноярский край,698.0,False,2014
1175,Красноярский край,554.0,False,2014
1176,Красноярский край,324.0,False,2014
1177,Красноярский край,372.0,False,2014
1178,Красноярский край,325.0,False,2014
1179,Красноярский край,590.0,False,2014
1180,Красноярский край,470.0,False,2014
1181,Красноярский край,266.0,True,2014
1182,Красноярский край,650.0,False,2014
1183,Красноярский край,433.0,False,2014
1184,Красноярский край,375.0,False,2014
1185,Красноярский край,798.0,False,2014
1186,Красноярский край,1394.0,False,2014
1187,Красноярский край,1688.0,False,2014
